contrast_id	gene_set_used	source	native	name	p_value	term_size	query_size	intersection_size	effective_domain_size	parents
geno_in_contra	bend-point selected genes	GO:BP	GO:0007275	multicellular organism development	2.6263608558264515e-21	4907	249	118	25907	['GO:0032501', 'GO:0048856']
geno_in_contra	bend-point selected genes	GO:BP	GO:0009653	anatomical structure morphogenesis	2.773581070999557e-21	2781	249	87	25907	['GO:0032502', 'GO:0048856']
geno_in_contra	bend-point selected genes	GO:BP	GO:0048646	anatomical structure formation involved in morphogenesis	1.639167313772166e-19	1230	249	56	25907	['GO:0009653', 'GO:0032502']
geno_in_contra	bend-point selected genes	GO:BP	GO:0007155	cell adhesion	1.4864559558304367e-18	1435	249	59	25907	['GO:0009987']
geno_in_contra	bend-point selected genes	GO:BP	GO:0048731	system development	6.619093062821647e-18	4155	249	102	25907	['GO:0007275', 'GO:0048856']
geno_in_contra	bend-point selected genes	GO:BP	GO:0048856	anatomical structure development	8.507660899349869e-18	6280	249	129	25907	['GO:0032502']
geno_in_contra	bend-point selected genes	GO:BP	GO:0032502	developmental process	2.71475954689513e-17	6873	249	135	25907	['GO:0008150']
geno_in_contra	bend-point selected genes	GO:BP	GO:0072359	circulatory system development	1.891758380396375e-16	1230	249	52	25907	['GO:0048731']
geno_in_contra	bend-point selected genes	GO:BP	GO:0048513	animal organ development	5.811259559034067e-16	3272	249	86	25907	['GO:0048856']
geno_in_contra	bend-point selected genes	GO:BP	GO:0035295	tube development	1.406504375036614e-15	1190	249	50	25907	['GO:0007275', 'GO:0048856']
geno_in_contra	bend-point selected genes	GO:BP	GO:0009888	tissue development	7.468739753915238e-15	2116	249	66	25907	['GO:0048856']
geno_in_contra	bend-point selected genes	GO:BP	GO:0035239	tube morphogenesis	1.7748735813416685e-14	930	249	43	25907	['GO:0009653', 'GO:0035295']
geno_in_contra	bend-point selected genes	GO:BP	GO:0008283	cell population proliferation	2.280934072040028e-14	2103	249	65	25907	['GO:0009987']
geno_in_contra	bend-point selected genes	GO:BP	GO:0007166	cell surface receptor signaling pathway	9.387227402044477e-14	2731	249	74	25907	['GO:0007165']
geno_in_contra	bend-point selected genes	GO:BP	GO:0001944	vasculature development	1.2734803221733583e-13	801	249	39	25907	['GO:0048731', 'GO:0072359']
geno_in_contra	bend-point selected genes	GO:BP	GO:0001568	blood vessel development	2.0527241220610296e-13	769	249	38	25907	['GO:0001944', 'GO:0048856']
geno_in_contra	bend-point selected genes	GO:BP	GO:0032501	multicellular organismal process	2.2185925740140648e-13	8499	249	145	25907	['GO:0008150']
geno_in_contra	bend-point selected genes	GO:BP	GO:0042127	regulation of cell population proliferation	2.668192060126036e-13	1736	249	57	25907	['GO:0008283', 'GO:0050794']
geno_in_contra	bend-point selected genes	GO:BP	GO:2000026	regulation of multicellular organismal development	6.056857101366141e-13	1543	249	53	25907	['GO:0007275', 'GO:0050793', 'GO:0051239']
geno_in_contra	bend-point selected genes	GO:BP	GO:0051239	regulation of multicellular organismal process	1.549857195646455e-12	3080	249	77	25907	['GO:0032501', 'GO:0050789']
geno_in_contra	bend-point selected genes	GO:BP	GO:0048514	blood vessel morphogenesis	3.1538938224933117e-12	662	249	34	25907	['GO:0001568', 'GO:0035239']
geno_in_contra	bend-point selected genes	GO:BP	GO:0030154	cell differentiation	6.478011726563437e-12	4795	249	99	25907	['GO:0048869']
geno_in_contra	bend-point selected genes	GO:BP	GO:0048869	cellular developmental process	6.56840011198163e-12	4796	249	99	25907	['GO:0009987', 'GO:0032502']
