source	total_terms	strongest_term_neglog10	median_overlap_fraction
GO:BP	425	34.44790208381771	0.07178217821782178
KEGG	21	4.09248133300337	0.04292929292929293
REAC	7	3.4044098421021913	0.0893719806763285
