gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	abs_log2FoldChange
ENSMUSG00000058354	61.801105758582	9.09346253216542	0.976673039575794	9.3106517367522	1.27050327255741e-20	4.0949884757833904e-19	9.09346253216542
ENSMUSG00000069355	36.2820388871264	8.36889588527465	0.953825970278476	8.77402812048754	1.7238615326109999e-18	4.7871166441174303e-17	8.36889588527465
ENSMUSG00000053797	26.5822034983416	8.11032466417698	0.971327003440773	8.34973663395276	6.84153468740781e-17	1.6978079028889702e-15	8.11032466417698
ENSMUSG00000031073	27.3628515164309	8.04506278216551	0.940946638100315	8.54996708251996	1.2312362106900901e-17	3.19199474621661e-16	8.04506278216551
ENSMUSG00000059832	22.8042470953735	7.83264880926399	0.942856376290693	8.30736155179705	9.78534489337659e-17	2.3923942309934203e-15	7.83264880926399
ENSMUSG00000087044	32.6750327677108	7.82263485835187	0.929543027593482	8.41557047510119	3.90987452236844e-17	9.78197744722156e-16	7.82263485835187
ENSMUSG00000031074	419.275608392955	7.7778419559648	0.375246810876621	20.7272699741134	1.96632775700487e-95	6.59518619247913e-93	7.7778419559648
ENSMUSG00000040148	40.3753303851325	7.54829730201796	0.935198590616661	8.07133092131873	6.9535966815324e-16	1.56135885319848e-14	7.54829730201796
ENSMUSG00000048764	25.4813130660961	7.39908345383488	0.94152428455718	7.85862199753545	3.88382338436378e-15	8.157549194594211e-14	7.39908345383488
ENSMUSG00000048703	36.9092502772527	7.39122699207232	0.928255795466283	7.96248946483501	1.6861197218943701e-15	3.70463111056136e-14	7.39122699207232
ENSMUSG00000054136	101.915627579169	7.20494447133697	0.609415213357254	11.8227184248406	2.97886562696794e-32	1.70518212129317e-30	7.20494447133697
ENSMUSG00000036480	12.7514861469803	6.86550755826781	0.947506437744586	7.24586903558169	4.29675148767613e-13	7.53546302569084e-12	6.86550755826781
ENSMUSG00000028972	14.3973647767786	6.83728456097143	0.969484358889622	7.05249599777182	1.75736469587621e-12	2.8995842091989697e-11	6.83728456097143
ENSMUSG00000027919	51.5193639826028	6.35345033436601	0.613323742668004	10.359048398694	3.8073090626614e-25	1.62158127656924e-23	6.35345033436601
ENSMUSG00000030898	448.701168850465	6.17845771760935	0.23732810837264	26.0334005945401	2.0741756563695103e-149	2.12020260188704e-146	6.17845771760935
ENSMUSG00000041255	19.0925088349867	6.03671177636421	0.875380423621772	6.89610095618555	5.3449217803600395e-12	8.423942065874349e-11	6.03671177636421
ENSMUSG00000099839	10.909164311694	5.98843122526243	1.05148539730105	5.6952110230285	1.23219422099434e-08	1.29849195620346e-07	5.98843122526243
ENSMUSG00000026628	14650.8125638744	5.97087651689662	0.0941891565617516	63.3923981788927	0.0	0.0	5.97087651689662
ENSMUSG00000136680	5.89579268015119	5.89909950260047	0.974413578965277	6.05399968755021	1.41292883799438e-09	1.67654621465259e-08	5.89909950260047
ENSMUSG00000105157	18.361197767719	5.86563600083936	0.869872266143501	6.74310037132707	1.55042022365188e-11	2.33389344466418e-10	5.86563600083936
ENSMUSG00000048217	8.85358109658684	5.85576263318202	0.988272483416961	5.9252511138787	3.11820522052754e-09	3.52848672977566e-08	5.85576263318202
ENSMUSG00000068999	7.30246928714197	5.78039758076768	0.961369213473094	6.01267182239496	1.8249023992773402e-09	2.13014436666054e-08	5.78039758076768
ENSMUSG00000050747	52.2686897467682	5.77302971366457	0.52116658423075	11.0771294406483	1.61982856029428e-28	8.06757305690883e-27	5.77302971366457
ENSMUSG00000048329	8.11998495353036	5.60221854615897	0.974179634255618	5.75070382213409	8.88726882881612e-09	9.53339717545792e-08	5.60221854615897
ENSMUSG00000073680	829.441405581674	5.54718215950102	0.154983970950955	35.7919733599833	1.4723406915260598e-280	4.51503789775691e-277	5.54718215950102
