gene_id	pvalue	padj	log2FoldChange	baseMean	rank	rank_frac	neglog10_pvalue	distance_to_line	selected_by_source_constrained_bend	branch	source_gene_symbol	source_symbol_norm	source_log2fc_control	source_log2fc_cko	source_rss_shift	source_rss_sign	direction_consistent_with_source_rss	appears_in_retained_go_terms	appears_in_anchor_gene_table
ENSMUSG00000029321	1.3457729384935098e-57	1.7298420298025e-55	1.34304022226962	668.561526583977	11	0.009746588693957114	56.871028208966294	0.7870252575842664	True	cKO/CRE	SLC10A6	SLC10A6	1.01078045546905	1.31964083088104	0.30886037541198985	positive	True	True	False
ENSMUSG00000039364	3.15908352118818e-51	3.60706845030987e-49	2.1975148315151	282.517515015456	12	0.010721247563352826	50.50043889188161	0.8088164996333155	True	cKO/CRE	SECTM1B	SECTM1B	1.87410908784227	2.22738000452285	0.35327091668057986	positive	True	True	False
ENSMUSG00000025746	1.4955856544993e-48	1.53608811767856e-46	4.38540533326156	63.9019948519848	13	0.011695906432748537	47.82518870920495	0.8174021028617221	True	cKO/CRE	IL6	IL6	3.31743510142868	4.29974811862375	0.9823130171950702	positive	True	True	False
ENSMUSG00000023387	3.4918540982800696e-48	3.51906760909296e-46	2.90286558377865	97.8304266714923	14	0.012670565302144249	47.45694391091023	0.8177434073247579	True	cKO/CRE	KCNK16	KCNK16	2.37123525607778	2.82437514916805	0.45313989309027036	positive	True	True	False
ENSMUSG00000061039	3.03288747400037e-39	2.22197824289734e-37	1.73819930325965	475.087971247752	15	0.01364522417153996	38.518143702556884	0.8487123903636792	True	cKO/CRE	OR8B53	OR8B53	1.26104889599284	1.72115347578259	0.46010457978974983	positive	True	True	False
ENSMUSG00000044667	5.53701268365178e-39	4.02906828024641e-37	1.23330347894815	533.592553098279	16	0.014619883040935672	38.25672448164724	0.8486719436692588	True	cKO/CRE	PLPPR4	PLPPR4	0.929924169120289	1.23408924429171	0.304165075171421	positive	True	True	False
ENSMUSG00000034783	1.20259655225229e-36	8.221317704027911e-35	4.92451715009523	54.757532016138	17	0.015594541910331383	35.91988004557613	0.8560482224210855	True	cKO/CRE	CD207	CD207	3.54087698970461	4.52501367867959	0.9841366889749801	positive	True	True	False
ENSMUSG00000015316	2.53105421771802e-35	1.64143836367175e-33	4.66159478716864	53.4497156216035	18	0.016569200779727095	34.596698551719044	0.8598020821705239	True	cKO/CRE	SLAMF1	SLAMF1	4.04044671236119	4.41167557311982	0.37122886075863004	positive	True	True	False
ENSMUSG00000073747	5.79105890419927e-35	3.66698732854105e-33	1.62666049548065	131.184844467752	19	0.017543859649122806	34.23724201758457	0.8601119809524737	True	cKO/CRE	ZPLD2	ZPLD2	1.05070321846752	1.53569979961216	0.48499658114463995	positive	True	True	False
ENSMUSG00000026247	2.5547644263948e-34	1.55355731379577e-32	3.53861528606199	315.809457496734	20	0.018518518518518517	33.592649139769414	0.8614408410346799	True	cKO/CRE	ECEL1	ECEL1	2.98232219486478	3.51542936799815	0.5331071731333701	positive	True	True	False
ENSMUSG00000103523	2.032856875025e-32	1.1762077002503198e-30	3.79947011455554	40.500388760953	21	0.01949317738791423	31.69189319714896	0.867258716909562	True	cKO/CRE	2210017I01RIK	2210017I01RIK	3.14602799945508	3.46441057538157	0.3183825759264898	positive	True	True	False
ENSMUSG00000054136	2.97886562696794e-32	1.70518212129317e-30	7.20494447133697	101.915627579169	22	0.02046783625730994	31.525949086842875	0.8668770810086485	True	cKO/CRE	ADM2	ADM2	6.54366883783967	7.082943153426	0.5392743155863302	positive	True	True	False
ENSMUSG00000028255	1.46264221998192e-30	7.92855502377066e-29	4.04431837275088	41.9654622701542	23	0.021442495126705652	29.834861894578847	0.8719456860619701	True	cKO/CRE	CLCA1	CLCA1	3.27251753219739	3.82457942482227	0.5520618926248804	positive	True	True	False
ENSMUSG00000030223	2.1527739772359e-30	1.14953846257079e-28	1.17950773863878	926.63147404633	24	0.022417153996101363	29.66700156497078	0.8715708979493334	True	cKO/CRE	PTPRO	PTPRO	0.666129125852645	1.16023782644685	0.494108700594205	positive	True	True	False
ENSMUSG00000024803	1.69626328990581e-28	8.42870087525881e-27	4.83285994247812	39.6574137235373	25	0.023391812865497075	27.77050673670279	0.8773735463349199	True	cKO/CRE	ANKRD1	ANKRD1	4.03198390148895	4.66916006929476	0.6371761678058103	positive	True	True	False
ENSMUSG00000025279	1.46327063706322e-26	6.6407119440167e-25	1.4021945771366	1288.33657468181	26	0.024366471734892786	25.83467534215007	0.8833167676064871	True	cKO/CRE	DNASE1L3	DNASE1L3	0.877848992801342	1.35390740256185	0.47605840976050806	positive	True	True	False
ENSMUSG00000067006	1.91403435643248e-26	8.595535877652641e-25	1.55860012579709	141.175838844715	27	0.025341130604288498	25.71805027101313	0.882758885522325	True	cKO/CRE	SERPINB5	SERPINB5	1.16117701261291	1.53843023953209	0.37725322691917995	positive	True	True	False
ENSMUSG00000027919	3.8073090626614e-25	1.62158127656924e-23	6.35345033436601	51.5193639826028	28	0.02631578947368421	24.419381867404084	0.8864251454590212	True	cKO/CRE	LCE1G	LCE1G	4.31988483775046	5.23621122504233	0.9163263872918694	positive	False	True	False
ENSMUSG00000024517	4.35498203972912e-24	1.72798603446997e-22	4.58301667470974	30.3608456360142	29	0.02729044834307992	23.361013631715473	0.8892326703484927	True	cKO/CRE	GRP	GRP	4.5650003211906	4.09976670453528	-0.46523361665532015	negative	False	True	False
ENSMUSG00000028602	1.03492049262943e-22	3.82368387173552e-21	2.85331634179464	37.6811746526024	30	0.028265107212475632	21.9850930134328	0.8931749982746127	True	cKO/CRE	TNFRSF8	TNFRSF8	2.26657910594635	2.77005502378999	0.5034759178436401	positive	True	True	False
ENSMUSG00000031383	3.4643637494925797e-22	1.24150304251432e-20	4.68661274460865	29.4880205943383	31	0.029239766081871343	21.460376514430767	0.8940754689440604	True	cKO/CRE	DUSP9	DUSP9	3.7986357694871	4.72533269427622	0.9266969247891206	positive	True	True	False
ENSMUSG00000112143	8.515407888173101e-21	2.80355438232398e-19	-0.840180304083205	168.361375316594	32	0.030214424951267055	20.06979454449056	0.8980701905768388	True	cKO/CRE	GM35721	GM35721	-0.447556461583698	-0.749359375635241	-0.301802914051543	negative	True	False	False
ENSMUSG00000076434	9.3032810998279e-21	3.0441876698927403e-19	2.04744264227511	52.1200893779821	33	0.031189083820662766	20.031363856581464	0.8972328735761097	True	cKO/CRE	WFDC3	WFDC3	1.62493743670031	2.20119089995928	0.57625346325897	positive	True	True	False
ENSMUSG00000058354	1.27050327255741e-20	4.0949884757833904e-19	9.09346253216542	61.801105758582	34	0.03216374269005848	19.896024211958125	0.8967418697645917	True	cKO/CRE	KRT6A	KRT6A	9.66604379647563	9.24116841758154	-0.4248753788940913	negative	True	True	False
ENSMUSG00000061947	1.80536129082585e-20	5.749834639297881e-19	1.81870344640262	55.4936569454114	35	0.03313840155945419	19.743435873586122	0.8963125057678478	True	cKO/CRE	SERPINA10	SERPINA10	0.840591357713025	1.55448782777104	0.7138964700580152	positive	True	True	False
ENSMUSG00000038676	5.1634305558191105e-20	1.5947942490822001e-18	3.90806673044054	24.4984527287889	36	0.0341130604288499	19.28706165953149	0.8969687489121981	True	cKO/CRE	UCN	UCN	4.40829573201756	3.92730857402449	-0.48098715799307	negative	True	True	False
ENSMUSG00000046610	1.0018052352219901e-19	3.02883819426411e-18	2.10410883130928	56.512174932518	37	0.03508771929824561	18.99921670310959	0.8970227370466396	True	cKO/CRE	OACYL	OACYL	1.53097395374618	1.96384176930854	0.43286781556236	positive	True	False	False
ENSMUSG00000059816	1.58470426965247e-19	4.73778020227855e-18	3.76129678629925	26.9512960755784	38	0.036062378167641324	18.800051771958035	0.8967598188453617	True	cKO/CRE	SHISAL2A	SHISAL2A	3.60916631300215	3.93502721373355	0.3258609007313997	positive	True	False	False
ENSMUSG00000050108	7.56380907056534e-19	2.14768155434862e-17	4.68662749620077	24.0465370897272	39	0.037037037037037035	18.12125944236619	0.8982108938560497	True	cKO/CRE	BPIFC	BPIFC	3.5080377812102	4.37461911584874	0.8665813346385405	positive	True	True	False
ENSMUSG00000037411	7.96648728715612e-19	2.25605034440756e-17	3.3211346017843	954.657096351988	40	0.038011695906432746	18.09873313256759	0.8973167410777761	True	cKO/CRE	SERPINE1	SERPINE1	4.16117107981447	3.26160312553979	-0.89956795427468	negative	True	True	False
ENSMUSG00000009633	1.0936921353573799e-18	3.07293133214417e-17	-0.769876700407598	324.405510160619	41	0.03898635477582846	17.961104910847133	0.8968339157098215	True	cKO/CRE	G0S2	G0S2	-0.492287994623396	-0.794006539290527	-0.301718544667131	negative	True	True	False
ENSMUSG00000069355	1.7238615326109999e-18	4.7871166441174303e-17	8.36889588527465	36.2820388871264	42	0.03996101364522417	17.763497621364014	0.8965654311308616	True	cKO/CRE	SPEER1C	SPEER1C	8.93484903847775	8.45743784075877	-0.4774111977189808	negative	False	False	False
ENSMUSG00000051209	2.02134835381909e-18	5.58433253064099e-17	1.37388226372466	106.506827134373	43	0.04093567251461988	17.694358834874436	0.895837852382556	True	cKO/CRE	GPR119	GPR119	0.962500945261181	1.38287280850373	0.42037186324254905	positive	True	True	False
ENSMUSG00000038115	8.19347516600947e-18	2.15013616031246e-16	1.66808533694211	79.2521644036433	44	0.04191033138401559	17.086531858274746	0.8970353260900056	True	cKO/CRE	ANO2	ANO2	1.26694703652758	1.58812265588379	0.3211756193562101	positive	True	True	False
ENSMUSG00000085905	1.62440659865572e-17	4.1660109972214697e-16	1.83820367257062	43.8432914636842	45	0.042884990253411304	16.789305254989717	0.8971228404139282	True	cKO/CRE	GM14273	GM14273	1.58975858429459	1.96823684160063	0.3784782573060399	positive	True	False	False
ENSMUSG00000117926	8.50783568864527e-17	2.09677612964936e-15	3.91017394086509	19.486380051293	46	0.043859649122807015	16.07018090619335	0.8987180456543866	True	cKO/CRE	C030004G16RIK	C030004G16RIK	4.02354583787641	2.90657108829608	-1.1169747495803306	negative	True	False	False
ENSMUSG00000059832	9.78534489337659e-17	2.3923942309934203e-15	7.83264880926399	22.8042470953735	47	0.04483430799220273	16.00942386263239	0.8979605139665059	True	cKO/CRE	KPRP	KPRP	7.74031869965204	8.71924435842428	0.9789256587722406	positive	True	False	False
ENSMUSG00000020123	2.51727187548935e-16	5.899100226992841e-15	1.70440172920181	93.2867164038169	48	0.04580896686159844	15.599069876367281	0.898452299537538	True	cKO/CRE	AVPR1A	AVPR1A	1.40070703300995	1.74878213534469	0.3480751023347399	positive	True	False	False
ENSMUSG00000029819	3.7867078152630297e-16	8.693633151062701e-15	4.89119136793954	176.847397531706	49	0.04678362573099415	15.42173820401951	0.8981113581509574	True	cKO/CRE	NPY	NPY	3.5833735459939	4.79989514313513	1.21652159714123	positive	True	False	False
ENSMUSG00000040148	6.9535966815324e-16	1.56135885319848e-14	7.54829730201796	40.3753303851325	50	0.04775828460038986	15.157790502618042	0.8980799472172414	True	cKO/CRE	HMX3	HMX3	8.58480504090827	7.39689044344255	-1.1879145974657197	negative	True	True	False
ENSMUSG00000113724	2.42747854840789e-15	5.2370105045350505e-14	2.30122535100535	26.7426267642678	51	0.04873294346978557	14.614844599256928	0.8990455623622368	True	cKO/CRE	GM48398	GM48398	1.74900001940587	2.15079912062123	0.4017991012153601	positive	True	False	False
ENSMUSG00000066867	1.05965911904026e-14	2.14793603865138e-13	3.75397141897987	17.2019665759131	52	0.049707602339181284	13.974833820140065	0.9003580478876706	True	cKO/CRE	OAS1E	OAS1E	2.89255934649966	4.08044315366515	1.1878838071654898	positive	True	False	False
ENSMUSG00000035451	3.0179623409184104e-14	5.8840671762175e-13	4.96158964683852	22.9344668268795	53	0.050682261208576995	13.52028618378951	0.9010077635863492	True	cKO/CRE	FOXA1	FOXA1	5.61548596850314	4.88650628552387	-0.7289796829792703	negative	True	False	False
