source_gene_symbol	source_log2fc_control	source_padj_control	source_log2fc_cko	source_padj_cko	source_rss_shift	source_symbol_norm	source_rss_sign	source_rss_abs_ge_0_3	matched_our_tested_universe	significant_wt_side	significant_cko_side	present_wt_bendpoint	present_cko_bendpoint	present_shared_bendpoint	present_wt_only_bendpoint	present_cko_only_bendpoint	direction_consistent_with_source_rss	appears_in_retained_go_terms	appears_in_anchor_gene_table	analysis_membership	selected_wt_source_constrained_bendpoint	selected_cko_source_constrained_bendpoint	selected_shared_source_constrained_bendpoint	selected_wt_only_source_constrained_bendpoint	selected_cko_only_source_constrained_bendpoint	source_constrained_membership
GM48444	1.81550739421781	2.80141330589572e-11	0.584829076646715	0.0617049631381163	-1.230678317571095	GM48444	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
BGN	0.486970326863641	0.249177325816647	-0.744550189103465	0.04673840811808	-1.231520515967106	BGN	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MTNR1A	-0.936582158261063	0.317782024127542	-2.17429267242449	0.00521625437018016	-1.2377105141634273	MTNR1A	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
LSMEM1	1.13101063424737	0.00346399717764924	-0.11277536352976	0.856270963837192	-1.24378599777713	LSMEM1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
TFEC	1.13771621998009	0.0195171843953273	-0.106463699218085	0.885617632208067	-1.244179919198175	TFEC	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM13715	0.858711860114273	0.0291553844073746	-0.388705310386029	0.407944802271895	-1.247417170500302	GM13715	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GAD2	1.12020754040668	0.0148863575091173	-0.128372360500763	0.860528054942821	-1.248579900907443	GAD2	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
VIPR2	0.567662456161792	0.0686367159103342	-0.686951837847579	0.0141564965532646	-1.254614294009371	VIPR2	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
DMP1	-0.548810089294806	0.588662060228963	-1.81168480288969	0.013761013775199	-1.262874713594884	DMP1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
IGFBP2	-0.0373877391393696	0.972789211778574	-1.30138585387105	0.041505602358549	-1.2639981147316806	IGFBP2	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
DEFB36	1.59101946192848	0.0147757284528142	0.318738254902731	0.695146071818997	-1.272281207025749	DEFB36	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
FBN1	0.372814380899067	0.399589638252202	-0.900833714517435	0.010129417959604	-1.273648095416502	FBN1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
4930467J12RIK	3.47085952897027	5.8181460889003e-08	2.19544068415513	5.19094139021727e-05	-1.2754188448151402	4930467J12RIK	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM29541	2.91651919328829	0.00247175779400428	1.63185393956454	0.0361618657974646	-1.28466525372375	GM29541	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM47918	2.2113582361393	0.0163829655260149	0.926538245006627	0.316604374803209	-1.284819991132673	GM47918	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GPRC5A	2.84946707996709	1.14495728390885e-14	1.55151051017563	3.71152056417375e-05	-1.2979565697914601	GPRC5A	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM38403	1.90589495846907	0.00955853411727649	0.601535780389285	0.508799405768534	-1.304359178079785	GM38403	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
4930447N08RIK	0.450034498622493	0.318551480889636	-0.857414300480408	0.0162845602023486	-1.3074487991029011	4930447N08RIK	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
ERDR1X	1.28250090311448	0.036153962537526	-0.0271675346588933	0.978838412164889	-1.3096684377733734	ERDR1X	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GM34759	0.296116854273252	0.639037791947079	-1.0137376232389	0.0333144413285738	-1.309854477512152	GM34759	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
ADAMTS16	0.244236165321424	0.738368832605764	-1.06601897270902	0.0262472722689534	-1.310255138030444	ADAMTS16	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MIR1956	5.2077378627303	3.8512441942438e-06	3.89665626640967	0.000231071095708238	-1.3110815963206304	MIR1956	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM34388	-0.0514251428993853	0.960440645527075	-1.37101214510754	0.019851959445826	-1.3195870022081548	GM34388	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
IGF1OS	0.255385107564725	0.623318979563671	-1.06978383630623	0.00209579241290593	-1.3251689438709549	IGF1OS	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
PPP1R3C	0.255328315265809	0.723545510277388	-1.08402595740942	0.0268375568703365	-1.339354272675229	PPP1R3C	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM17391	1.72876615691482	0.0279936621377324	0.388551198603294	0.708701813737954	-1.3402149583115261	GM17391	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
IBSP	-0.0953361545351979	0.919984689718277	-1.44322171102321	0.00817650139018754	-1.3478855564880121	IBSP	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
DLX4OS	-0.172019843427785	0.87260240727635	-1.52003139153153	0.0236573465825641	-1.348011548103745	DLX4OS	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM11586	2.38339082553019	0.000537027278142008	1.03435051282892	0.122971554269048	-1.3490403127012698	GM11586	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM29335	6.54962467598976	9.17233010425883e-09	5.18804289260296	9.64973228623437e-06	-1.3615817833868	GM29335	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MN1	0.449585011456687	0.317916684589931	-0.916097587762651	0.0118624888419992	-1.365682599219338	MN1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
CIROP	0.0439072534109295	0.967750459667614	-1.32517421178532	0.0241176206813807	-1.3690814651962495	CIROP	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GPR4	0.490976975853034	0.357214684792622	-0.880130311245433	0.0493169392730263	-1.371107287098467	GPR4	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MGP	0.447148427007667	0.424370056143429	-0.924124811495795	0.0426606536576355	-1.3712732385034618	MGP	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
4930527A07RIK	-0.337900413024825	0.60289694385922	-1.70972706570572	0.000672308882542027	-1.371826652680895	4930527A07RIK	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM26671	2.60145948123151	0.000640769291044057	1.22034257132509	0.0902976440981674	-1.38111690990642	GM26671	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM48159	0.166019994124465	0.872577850013443	-1.21527422260076	0.0445413953861777	-1.381294216725225	GM48159	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM49965	1.15451082657642	0.0215362364421638	-0.23935901083199	0.729608930438215	-1.39386983740841	GM49965	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
VSX1	0.10343788362134	0.919486944399839	-1.29397127175999	0.0287142882322712	-1.3974091553813301	VSX1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM36742	-0.0329128734440358	0.974755958044046	-1.43111278375954	0.0118624888419992	-1.3981999103155043	GM36742	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM49300	1.78258293887928	0.0084755625540161	0.371808596123572	0.693417010681126	-1.410774342755708	GM49300	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
MELTF	-0.284793410811023	0.768527734601255	-1.69564410667272	0.00546755512509998	-1.4108506958616969	MELTF	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
DCPP2	5.95127424338919	2.65701830408401e-10	4.54018135660168	8.10188297725283e-11	-1.41109288678751	DCPP2	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
ALDH3A1	0.0119759731977209	0.990308015572333	-1.39975264420939	0.00433290276243786	-1.4117286174071109	ALDH3A1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
SLC30A10	-0.0243638424055225	0.985628820562453	-1.44004084305861	0.043677236801439	-1.4156770006530874	SLC30A10	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
HCAR2	-0.27590452760632	0.822057395574833	-1.69320725808915	0.0294922501851097	-1.41730273048283	HCAR2	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
CES1D	-0.658511343514682	0.634024756669705	-2.08225657476289	0.0380310746818677	-1.423745231248208	CES1D	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
CLEC11A	0.587272600189736	0.193678780999098	-0.836889826228901	0.0397517265838506	-1.424162426418637	CLEC11A	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
2210409E12RIK	4.66886054240707	2.91635905288506e-06	3.23980107985541	6.12904766719039e-06	-1.4290594625516597	2210409E12RIK	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
SLC39A12	0.95358777544892	0.0278564909799719	-0.482548345057441	0.357736244110862	-1.436136120506361	SLC39A12	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM13986	0.192419265917328	0.813436889892526	-1.24898857244612	0.0128826287978688	-1.441407838363448	GM13986	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
MRLN	0.311205506784774	0.673895713341288	-1.13313879288632	0.0282294198623418	-1.4443442996710938	MRLN	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM4724	-0.148263883321512	0.881949620189548	-1.60101143860591	0.00579504985833103	-1.452747555284398	GM4724	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GM48488	0.450283842869531	0.46064613867933	-1.00327949416119	0.0371688412316667	-1.453563337030721	GM48488	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
CNKSR1	2.0415252729302	0.00900849348615059	0.587682120708426	0.560334416157388	-1.4538431522217738	CNKSR1	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
KLK1	-0.215189676351349	0.860990770462925	-1.67035345893754	0.0181549753109585	-1.455163782586191	KLK1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
ANXA8	-0.135748629282784	0.920898118468721	-1.5911092104158	0.0495508003393947	-1.455360581133016	ANXA8	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
DPT	0.327671465373873	0.476359256557775	-1.13186864170288	0.000620751935757058	-1.459540107076753	DPT	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
CACNA1G	0.348702503089682	0.617951498302359	-1.13569875696818	0.023670156893229	-1.484401260057862	CACNA1G	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
NXPE1-PS	1.45514112936903	0.0433553118525253	-0.0295395115243969	0.97858400287422	-1.4846806408934268	NXPE1-PS	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GAS1	0.473659323644397	0.402148718943069	-1.01166339387761	0.0274769496349949	-1.4853227175220072	GAS1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM20471	0.625561932286226	0.144965754937459	-0.862092720841337	0.0255286664627598	-1.4876546531275632	GM20471	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
RSPO3	0.226065187242139	0.818789217504193	-1.26283175818759	0.0464102405052067	-1.4888969454297292	RSPO3	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
IGF1	0.267740812756381	0.665331750688858	-1.22177942962151	0.00326172121887949	-1.489520242377891	IGF1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
ASB15	-0.329340959457645	0.788210688114813	-1.82593857731631	0.0228063233195683	-1.4965976178586649	ASB15	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
PAMR1	0.385040601384794	0.58903307709146	-1.11644988795208	0.0337379949206142	-1.501490489336874	PAMR1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
DSG3	3.99710400484708	1.61024014805766e-12	2.48899234178623	1.10318208703416e-09	-1.5081116630608498	DSG3	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
ZIC5	0.414872700875346	0.560376178422868	-1.0940460087622	0.0374171819027355	-1.508918709637546	ZIC5	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
PI16	0.523791998236797	0.326221125135484	-0.986787834804431	0.027548916678944	-1.510579833041228	PI16	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM8818	3.35678746925492	0.00312861481858998	1.84539722423816	0.0321655335322606	-1.51139024501676	GM8818	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
SPEER4E1	4.31526976230253	3.29906030105825e-09	2.79951781862218	9.82776684094783e-07	-1.5157519436803502	SPEER4E1	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
COL6A2	0.478341719156834	0.417869812681561	-1.05131091838551	0.0271107045112223	-1.529652637542344	COL6A2	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
SCT	0.0528954805214517	0.969180870247238	-1.49409291603732	0.0403487254283207	-1.5469883965587716	SCT	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
2310065F04RIK	0.0432133785262647	0.965093082045098	-1.5137133371015	0.00584254640757942	-1.5569267156277646	2310065F04RIK	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
CYTL1	-0.660357867613839	0.493982945133814	-2.22648716208484	0.0015280522814092	-1.566129294471001	CYTL1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
CCN3	0.526176009365021	0.250766566197959	-1.04740362644481	0.00642584587381262	-1.573579635809831	CCN3	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
4930562D21RIK	0.750220223831812	0.0710116827981316	-0.828839588000598	0.0349924569514173	-1.57905981183241	4930562D21RIK	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
FAM180A	0.35972897464066	0.605140021930118	-1.22015423122631	0.013565815358044	-1.57988320586697	FAM180A	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM9758	4.76567057403474	2.59190100807224e-11	3.18275905192817	1.97978776127893e-08	-1.5829115221065697	GM9758	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
1110002E22RIK	2.05762772781078	0.0199423977855284	0.468769335551635	0.702150434611184	-1.5888583922591453	1110002E22RIK	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
PAX1	1.08019833756571	0.0440106374532127	-0.518054027381603	0.403489433030755	-1.598252364947313	PAX1	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MIA	0.497608240480738	0.462283863233098	-1.10213876810917	0.0347701085363528	-1.5997470085899081	MIA	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM19596	6.02642486677389	2.46317880273159e-08	4.42052071307909	1.11884842766507e-08	-1.6059041536948007	GM19596	negative	True	True	True	True	False	False	False	False	False	False	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
PPP1R3A	-0.163363274365965	0.905093139882557	-1.76953334175074	0.02883639249264	-1.606170067384775	PPP1R3A	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
ITGA10	0.288106887663193	0.768556322883691	-1.32878440434209	0.038963649662867	-1.616891292005283	ITGA10	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM16553	1.64726555403191	0.0227655008201422	0.0255628109703638	0.982303127521772	-1.6217027430615463	GM16553	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
ERDR1Y	1.22794210125259	0.0385258491087022	-0.404327175916929	0.593913841885793	-1.6322692771695189	ERDR1Y	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
RAMP1	0.342646115825743	0.674238373831182	-1.29130520214617	0.0224287705234649	-1.633951317971913	RAMP1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
PLB1	0.209011231958211	0.799642227474607	-1.42998222069809	0.00239872605741743	-1.6389934526563008	PLB1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM20627	1.51146386704815	0.0256703479165661	-0.136226130207314	0.882396139502058	-1.647689997255464	GM20627	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
FFAR4	-0.235428364866061	0.86589851845989	-1.8911243473541	0.046378415872654	-1.655695982488039	FFAR4	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
CDHR17	5.76978292489196	2.10294004381416e-07	4.10932241751123	9.97498473297458e-05	-1.66046050738073	CDHR17	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM38642	1.95687586598085	0.00242354656300807	0.291092731334591	0.827718167089227	-1.665783134646259	GM38642	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
DMKN	0.506802948515293	0.470734961784111	-1.15972660953977	0.0320142877409146	-1.666529558055063	DMKN	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
SLC4A10	0.566085485695473	0.374434754630495	-1.11228536029786	0.0350875163684501	-1.6783708459933329	SLC4A10	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MOBP	1.97264497087371	0.0119902578218202	0.279065290605986	0.821185980153757	-1.6935796802677239	MOBP	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
IGHV1-76	3.90632406503138	0.0474913875008802	2.21264262007781	0.291137912630198	-1.6936814449535698	IGHV1-76	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM4631	0.243190520072453	0.785982692839923	-1.45671021164583	0.0104121927516146	-1.6999007317182828	GM4631	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
EAR1	1.38177148150068	0.0312450695235517	-0.331034403179287	0.698474112125673	-1.712805884679967	EAR1	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
TNMD	1.18057533818375	0.0279621144401472	-0.540765795631525	0.377495884728001	-1.721341133815275	TNMD	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
CAR3	-0.209610957998806	0.886991713019088	-1.93216765192642	0.0288713749003602	-1.722556693927614	CAR3	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
RTL3	0.04728213475538	0.96157236042135	-1.67845566158118	0.000544683941021008	-1.72573779633656	RTL3	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
SPRR2J-PS	5.67227042705014	6.91990504621237e-06	3.94377802576886	0.00301963812236846	-1.7284924012812803	SPRR2J-PS	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
COL8A2	0.529427928858612	0.37233572868846	-1.20669536248426	0.0113937172925483	-1.7361232913428721	COL8A2	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
SERPINB9B	0.110810748392531	0.928023119228262	-1.64758226821215	0.0127948830143093	-1.7583930166046808	SERPINB9B	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
STAC3	-0.209930819985886	0.860254035315299	-2.0014128776355	0.00485612156339541	-1.791482057649614	STAC3	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
TBC1D21	0.00956818727351471	0.994342956205385	-1.7874265750523	0.0152878679259238	-1.7969947623258147	TBC1D21	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
CCR3	1.72194089402034	0.0004570598911734	-0.0781373745700382	0.923756689243063	-1.8000782685903782	CCR3	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM21149	4.0542936665951	0.000167566191632958	2.24593861354976	0.00495019480203391	-1.8083550530453403	GM21149	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
SPEER1M	6.26919154309254	4.40074990662896e-09	4.4474955949056	6.34167567138191e-09	-1.8216959481869397	SPEER1M	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
PRDM6	0.425037937352922	0.661594285690504	-1.40834917932595	0.0411584473721208	-1.833387116678872	PRDM6	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MFAP4	1.03399448802945	0.034722146722059	-0.800339088295262	0.117500869483358	-1.834333576324712	MFAP4	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
PRAMEL13	3.69182911224922	0.00464479546878445	1.84110882742852	0.0800773217804829	-1.8507202848207	PRAMEL13	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
BBOX1	2.06261572666364	0.0155993331515672	0.210236790166456	0.88478011063013	-1.852378936497184	BBOX1	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
2410004P03RIK	1.73378864433745	0.0102833669718833	-0.14210867827126	0.899354485614001	-1.87589732260871	2410004P03RIK	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
IGSF1	0.278613680997199	0.754372826185885	-1.61565762087769	0.00296511133415622	-1.8942713018748891	IGSF1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM56769	0.694105670733431	0.353134101303534	-1.21185931306156	0.0363647040729034	-1.905964983794991	GM56769	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
