source_gene_symbol	source_log2fc_control	source_padj_control	source_log2fc_cko	source_padj_cko	source_rss_shift	source_symbol_norm	source_rss_sign	source_rss_abs_ge_0_3	matched_our_tested_universe	significant_wt_side	significant_cko_side	present_wt_bendpoint	present_cko_bendpoint	present_shared_bendpoint	present_wt_only_bendpoint	present_cko_only_bendpoint	direction_consistent_with_source_rss	appears_in_retained_go_terms	appears_in_anchor_gene_table	analysis_membership	selected_wt_source_constrained_bendpoint	selected_cko_source_constrained_bendpoint	selected_shared_source_constrained_bendpoint	selected_wt_only_source_constrained_bendpoint	selected_cko_only_source_constrained_bendpoint	source_constrained_membership
GM3234	-0.496315891186715	0.0302365551094225	-0.0384461791449209	0.916793091150266	0.4578697120417941	GM3234	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM42067	-0.468700130912204	0.0125861767537865	-0.0115729118249071	0.970465508831195	0.4571272190872969	GM42067	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
KLK5	-0.699327261574896	1.61241189516299e-08	-0.244628552805235	0.0934451143865249	0.454698708769661	KLK5	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
FAR2OS1	-0.454010273990302	0.0150716957692594	0.00057371428969239	0.998492085438052	0.4545839882799944	FAR2OS1	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
NTSR1	-1.09207991379795	1.68878867950185e-07	-0.638115997359623	0.0030652255185698	0.453963916438327	NTSR1	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
EPGN	1.20218971576477	0.0372654667612877	1.65561188988518	0.00132903761437656	0.45342217412040986	EPGN	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM8091	-0.808190900535673	1.27180198340003e-11	-0.354778754351416	0.00633697356451973	0.453412146184257	GM8091	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
KCNK16	2.37123525607778	2.98195622568089e-44	2.82437514916805	1.83167734058288e-56	0.45313989309027036	KCNK16	positive	True	True	True	True	True	True	True	False	False	True	True	False	shared WT/cKO bend-point	True	True	True	False	False	shared source-constrained bend-point
GM12299	-0.80496730141927	0.000381207224528035	-0.354022498349085	0.184858900788089	0.450944803070185	GM12299	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
DYRK4	-0.0443160144610849	0.869400678604228	0.406218260142089	0.0112917320752649	0.4505342746031739	DYRK4	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
4930470H14RIK	-0.648312956371705	0.0147594776166736	-0.198013231033353	0.569496131326687	0.45029972533835205	4930470H14RIK	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
MROH7	-0.704530840425387	0.00885890678764057	-0.255382994257143	0.453222076854763	0.44914784616824405	MROH7	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GM11528	-0.717982375585369	0.0127921774103993	-0.269119132636091	0.435790581159303	0.44886324294927804	GM11528	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
D330037F02RIK	-0.689382643558795	0.00180340266145899	-0.245042491360808	0.36414762245086	0.44434015219798695	D330037F02RIK	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
LMBR1	-0.321087464487859	0.00974988736135887	0.121405048411029	0.0121216968561993	0.442492512898888	LMBR1	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM45708	-0.584630021420698	0.00621623014755438	-0.143050951000013	0.626527936545831	0.441579070420685	GM45708	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GM49528	0.00932834853846311	0.974535786679095	0.450510667881211	0.00568943792641859	0.44118231934274793	GM49528	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
LYPD1	-0.617311453854943	0.00431908132317124	-0.176203647911712	0.542191862533817	0.441107805943231	LYPD1	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM32531	-0.741236028331027	0.039063880188399	-0.30136126868585	0.485519127718319	0.43987475964517697	GM32531	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
9330154J02RIK	0.969261355060929	0.000229791050116964	1.40743407623887	3.99158651481601e-08	0.4381727211779409	9330154J02RIK	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
RUBCNL	-0.283616184360544	0.0340084692169813	0.154473525845118	0.311359851174769	0.438089710205662	RUBCNL	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
NPAS2	-0.320842120786101	0.00709435452880428	0.11690520237144	0.429978823214942	0.43774732315754106	NPAS2	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM28981	0.16396797404191	0.264470401395496	0.601613561190233	1.45036430555985e-07	0.437645587148323	GM28981	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
KIRREL3OS	0.230381791465244	0.352369066496969	0.668003179448384	0.000508606836782327	0.43762138798314004	KIRREL3OS	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
PADI1	0.605081011456447	0.0355776112042094	1.04163638765612	0.000119276788238529	0.4365553761996731	PADI1	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
VMN2R-PS89	0.231476981103618	0.0378895236766826	0.666701419391328	3.18196402132764e-12	0.43522443828770996	VMN2R-PS89	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
TAL2	0.695922320092114	0.0324343682599787	1.13101415162231	0.000124213973872748	0.43509183153019604	TAL2	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
OACYL	1.53097395374618	2.33380329488226e-13	1.96384176930854	2.64015900484476e-20	0.43286781556236	OACYL	positive	True	True	True	True	False	True	False	False	True	True	False	False	cKO-only bend-point	False	True	False	False	True	cKO-only source-constrained bend-point
ATP8B5	-0.524699234163252	0.000596405364089032	-0.0926330662390825	0.674414805777491	0.4320661679241695	ATP8B5	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
BAIAP2L2	-0.601024923685965	0.0379545987955497	-0.169916447747738	0.651731347264843	0.43110847593822704	BAIAP2L2	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
TMEM88B	4.9325246556392	0.0	5.36324665795542	0.0	0.4307220023162204	TMEM88B	positive	True	True	True	True	True	True	True	False	False	True	True	True	shared WT/cKO bend-point	True	True	True	False	False	shared source-constrained bend-point
GM12463	1.30876006309114	0.0796428733865761	1.73836585624347	0.012950507286263	0.42960579315233005	GM12463	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM10344	-0.729266192578763	0.000186626817818753	-0.300630559110375	0.192638867753158	0.428635633468388	GM10344	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM35167	-0.915455576772674	0.00560004559555028	-0.486834975618094	0.179291818567013	0.42862060115457995	GM35167	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM48898	-0.698150033439968	0.00656847276328585	-0.271838775626112	0.392400616499616	0.426311257813856	GM48898	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM3360	3.52732706357005	2.32243951976228e-05	3.95315152896953	0.000244778966555991	0.4258244653994798	GM3360	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM13415	0.198561422756759	0.550152359203441	0.622025943953137	0.0141431964403971	0.423464521196378	GM13415	positive	True	True	True	True	False	False	False	False	False	False	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
9330188P03RIK	-0.322101607611981	0.0491225278747893	0.101019025365239	0.635171763784053	0.42312063297721997	9330188P03RIK	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
KCNA10	-0.960574688534408	0.0135055254149466	-0.5384864669433	0.205722028179109	0.4220882215911079	KCNA10	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
TTLL6	-0.471446381725729	0.00713945496104262	-0.0496210320208885	0.858258367252456	0.4218253497048405	TTLL6	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GM5582	0.698573587379671	0.12761188458593	1.12001569840929	0.00591763526439392	0.4214421110296189	GM5582	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM13872	0.453805106439387	0.187368700129292	0.874893484794121	0.00282234631050115	0.421088378354734	GM13872	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GPR119	0.962500945261181	4.26721636994861e-13	1.38287280850373	2.07930321986021e-25	0.42037186324254905	GPR119	positive	True	True	True	True	False	True	False	False	True	True	True	False	cKO-only bend-point	False	True	False	False	True	cKO-only source-constrained bend-point
GM54721	1.12171365810537	0.071984522284408	1.54092723308001	0.0197566376765455	0.41921357497463996	GM54721	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM10322	-0.456684741240094	9.32821922004943e-05	-0.0388623766888391	0.843187219800257	0.4178223645512549	GM10322	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM7276	-0.611430621266637	0.00126656811263963	-0.193844683702051	0.435540617634197	0.41758593756458606	GM7276	positive	True	True	False	False	False	False	False	False	False	False	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GM36914	-0.547647890868997	0.0458019476615866	-0.130436451594983	0.717511865025797	0.41721143927401405	GM36914	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM11751	0.163514252074712	0.612167361795366	0.580477430183404	0.0143281534072584	0.416963178108692	GM11751	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
PDE4C	0.108332723448616	0.306176453008671	0.523125455266506	4.36954576502145e-11	0.41479273181789	PDE4C	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM10530	-0.798866776377658	0.000211472008785506	-0.385997053000797	0.107965008484932	0.412869723376861	GM10530	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM19410	0.227873440253302	0.402400064248408	0.640090525263589	0.00160784538564995	0.412217085010287	GM19410	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
OOEP	-0.0800113367689041	0.628256421604779	0.331920630254017	0.00356159583893417	0.4119319670229211	OOEP	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
XKR7	-0.421779860953047	7.58577622349114e-06	-0.0100887977630347	0.952913524283701	0.4116910631900123	XKR7	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
PLA2R1	-0.116221420999362	0.310874753792208	0.292937733973289	0.00165291286518741	0.409159154972651	PLA2R1	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
PPM1N	-0.724647093928824	0.00355969288909904	-0.315920575390859	0.270528632594168	0.408726518537965	PPM1N	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GPR39	-0.578023649187975	0.00611800310721024	-0.169583853421942	0.545603373676152	0.408439795766033	GPR39	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
4930456G14RIK	-0.792177256688452	0.0317886465736274	-0.383809850839566	0.373088239515384	0.408367405848886	4930456G14RIK	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GM42545	-1.23389467069683	0.000384997360431279	-0.827824996890378	0.0229741154827072	0.40606967380645187	GM42545	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
B4GALNT2	0.441990012126637	0.157305922937788	0.847760953894762	0.00225021306116391	0.405770941768125	B4GALNT2	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM48398	1.74900001940587	1.31693461983941e-10	2.15079912062123	1.93305800597932e-14	0.4017991012153601	GM48398	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	True	False	False	True	cKO-only source-constrained bend-point
DKKL1	0.00399573519622811	0.98988653077695	0.405621505295193	0.0146528361455415	0.4016257700989649	DKKL1	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM13619	-0.730911717026602	0.0297288240807414	-0.329779970349999	0.415277277960234	0.40113174667660295	GM13619	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM57126	-0.839823638803268	0.0499363102694789	-0.439345477269892	0.347800883209783	0.40047816153337606	GM57126	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GM19554	-0.888637459885046	0.000654718739952774	-0.489199386540091	0.0894670311830715	0.39943807334495507	GM19554	positive	True	True	False	False	False	False	False	False	False	False	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
VGF	1.54490229419383	4.71880938065505e-153	1.94282722902284	1.05771829070541e-241	0.39792493482901015	VGF	positive	True	True	True	True	True	True	True	False	False	True	True	True	shared WT/cKO bend-point	True	True	True	False	False	shared source-constrained bend-point
NR0B2	-1.16777348922848	0.000135809195217277	-0.770901791551626	0.0134970165301361	0.39687169767685393	NR0B2	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
ABCA12	0.618765521649701	0.00173511334741373	1.0129544526966	8.98008494415799e-08	0.3941889310468989	ABCA12	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM49067	-0.040983407065282	0.867704646216233	0.352900105620303	0.0190740984646503	0.39388351268558497	GM49067	positive	True	True	False	False	False	False	False	False	False	False	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
TRIM6	0.244135123801923	0.209234731157878	0.637653743640252	6.49702117183898e-05	0.3935186198383289	TRIM6	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM6034	-0.0476978453708099	0.80035391469718	0.345093543050555	0.00290725728023203	0.3927913884213649	GM6034	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM34312	-0.973721032255639	5.37151407679033e-22	-0.58114986165176	2.20153760505902e-08	0.392571170603879	GM34312	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
CDCP2	-0.896572140329472	0.0465461183078759	-0.504367882093688	0.311753801726469	0.392204258235784	CDCP2	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM15413	0.673926437500681	0.00659065418496151	1.06587915137839	5.96722835642099e-06	0.391952713877709	GM15413	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM9996	0.0828670923377377	0.538625460055417	0.473491171023852	3.82092402713218e-07	0.3906240786861143	GM9996	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
MEIOC	-0.38543942533442	0.0173899194023853	0.00393129678435179	0.9877431889196711	0.3893707221187718	MEIOC	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
ST6GALNAC5	-0.45226867773172	2.94225824815106e-09	-0.0643957804853546	0.565887951241482	0.3878728972463654	ST6GALNAC5	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM56754	2.35043285044074	4.41033494399288e-08	2.73826114771173	1.39850017338356e-08	0.3878282972709899	GM56754	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM45163	-0.714457843271279	0.00145675240240973	-0.327935093463224	0.201236098056128	0.386522749808055	GM45163	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
PROM2	-0.40520485891933	0.010941580012218	-0.0190205821905569	0.942961540785043	0.3861842767287731	PROM2	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
SLC26A3	0.409357084949615	0.364076463769951	0.794859306559863	0.0452185713039148	0.38550222161024805	SLC26A3	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM56143	-0.548047498349646	0.00811635090257664	-0.163939310386579	0.544291385206631	0.38410818796306695	GM56143	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
CHRNA10	-0.827343594901588	2.99896583260578e-05	-0.443561367630301	0.0444941849644941	0.383782227271287	CHRNA10	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM57280	-0.498607719950527	0.0448870547726068	-0.115153063064356	0.739883563433793	0.383454656886171	GM57280	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GM37412	-0.742775609421943	0.00153663060223643	-0.359719227481185	0.152259058535731	0.383056381940758	GM37412	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM57141	-0.418681264060751	0.0399693563650321	-0.0357816494606625	0.912023413891826	0.38289961460008853	GM57141	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GRM3	-0.498333653237328	0.000620425798511894	-0.116805673285614	0.561088376975999	0.38152797995171395	GRM3	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
4930471C04RIK	1.92251896506999	0.054611642597848	2.30374633580223	0.0183325887886516	0.3812273707322398	4930471C04RIK	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM16339	-1.13762982703601	0.000633540366601873	-0.758048721177541	0.0273025316666418	0.37958110585846894	GM16339	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
NXNL2	-0.434159444480942	0.00297164012527918	-0.054662981616945	0.817763761574547	0.379496462863997	NXNL2	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM44264	-0.404867428579176	0.0206207131921349	-0.0255912221444727	0.928036219718955	0.37927620643470333	GM44264	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM14273	1.58975858429459	1.71784801848365e-19	1.96823684160063	3.85685767862763e-26	0.3784782573060399	GM14273	positive	True	True	True	True	False	True	False	False	True	True	False	False	cKO-only bend-point	False	True	False	False	True	cKO-only source-constrained bend-point
ST6GAL2	-0.885686132073435	1.63836852003812e-20	-0.507800169004722	3.34400023777877e-07	0.377885963068713	ST6GAL2	positive	True	True	True	True	True	False	False	True	False	True	False	False	WT-only bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
SERPINB5	1.16117701261291	2.57142920391286e-19	1.53843023953209	1.66334214545089e-32	0.37725322691917995	SERPINB5	positive	True	True	True	True	False	True	False	False	True	True	True	False	cKO-only bend-point	False	True	False	False	True	cKO-only source-constrained bend-point
ARHGEF39	-0.6917461552619	0.012519814351566	-0.315246123536442	0.32442518110263	0.376500031725458	ARHGEF39	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
SLC17A8	-0.449944166961002	0.000203715682012199	-0.0737132876340796	0.681397315151619	0.3762308793269224	SLC17A8	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM40518	-0.050137571060845	0.837000343680215	0.325309582801302	0.0354404529866407	0.375447153862147	GM40518	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
KCNG2	-0.47502014853154	1.32362107637619e-06	-0.100103022937047	0.455646485174962	0.37491712559449303	KCNG2	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
4932435O22RIK	-0.688693863457474	0.00249731812207284	-0.314087142228348	0.243220512009629	0.37460672122912597	4932435O22RIK	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GM15723	-0.50075487275478	0.0215865481764597	-0.126495968684941	0.662540637691327	0.374258904069839	GM15723	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GM46545	1.87987632185703	0.0439799004280613	2.25385596004549	0.0150252656129812	0.3739796381884599	GM46545	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
CCKAR	-0.239589596286801	0.0404543239118049	0.133181205248044	0.315697426708655	0.372770801534845	CCKAR	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
HTR1A	-0.0324886513980552	0.759762764134263	0.339749803188822	8.05920048481938e-08	0.37223845458687715	HTR1A	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MAB21L1	-0.850072943822877	5.15998872607421e-12	-0.47791513921934	0.000289626328891244	0.37215780460353703	MAB21L1	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
4930568A13RIK	-1.28329508387598	0.00080376200531238	-0.911674065993307	0.0331412463205875	0.371621017882673	4930568A13RIK	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
SLAMF1	4.04044671236119	3.77821657991235e-44	4.41167557311982	1.62746918042301e-42	0.37122886075863004	SLAMF1	positive	True	True	True	True	True	True	True	False	False	True	True	False	shared WT/cKO bend-point	True	True	True	False	False	shared source-constrained bend-point
C030013E06RIK	0.950298219027244	0.100942243985407	1.32148661965643	0.0200205051305576	0.3711884006291861	C030013E06RIK	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
LRRC26	-0.691316379126898	0.000434594618729217	-0.320582330197354	0.18536716112495	0.37073404892954404	LRRC26	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
RAD21L	0.287780202589089	0.463374665706345	0.657758611030852	0.0295211278555088	0.369978408441763	RAD21L	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GM14257	0.533115617709774	0.0887719035245318	0.902820002591249	0.00136719553421262	0.36970438488147495	GM14257	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
4930544M13RIK	0.866187251115954	0.000320009169790394	1.23576372347048	8.603510721011e-08	0.36957647235452595	4930544M13RIK	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GRIP1OS2	1.21578793867161	0.0313495095550708	1.58520298020403	0.00442716387959896	0.36941504153242	GRIP1OS2	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
2010008C14RIK	-0.461087691046097	5.78159686870089e-05	-0.0918875319115075	0.574840550564151	0.3692001591345895	2010008C14RIK	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MELK	-0.802550569642472	0.009846005906789	-0.434132205325543	0.202812333204879	0.368418364316929	MELK	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM45079	-0.690602006714761	0.0221145547535359	-0.322640702251484	0.336990129141794	0.367961304463277	GM45079	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
SLCO1A6	0.167170231379069	0.621361467008939	0.534884379475028	0.0389689165399453	0.367714148095959	SLCO1A6	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
PTGDR2	0.185198190752361	0.62738869603796	0.551887424742025	0.046641124723183	0.366689233989664	PTGDR2	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
PLAUR	2.63952680958932	9.98499297421215e-151	3.00559693519283	1.05631391414925e-191	0.36607012560350993	PLAUR	positive	True	True	True	True	True	True	True	False	False	True	True	False	shared WT/cKO bend-point	True	True	True	False	False	shared source-constrained bend-point
