source_gene_symbol	source_symbol_norm	gene_id	source_mapping_status	n_source_gene_ids	source_log2fc_control	source_log2fc_cko	source_rss_shift	source_rss_sign	our_log2fc_wt	our_log2fc_cko	our_delta_cko_minus_wt	our_delta_sign	matched_our_tested_universe	source_padj_control	source_padj_cko	our_padj_wt	our_padj_cko	significant_wt_side	significant_cko_side	present_wt_bendpoint	present_cko_bendpoint	present_shared_bendpoint	present_cko_only_bendpoint	present_wt_only_bendpoint	direction_consistent_with_source_rss	appears_in_retained_go_terms	appears_in_anchor_gene_table
CMYA5	CMYA5	ENSMUSG00000047419	unique_symbol	1	0.288604359342825	-2.4684286706895	-2.757033030032325	negative	0.325508705280806	-2.4699433348838	-2.795452040164606	negative	True	0.875638414463674	0.0265568603184589	0.83624223737176	0.0243326027226803	False	True	False	False	False	False	False	True	False	False
CNKSR1	CNKSR1	ENSMUSG00000028841	unique_symbol	1	2.0415252729302	0.587682120708426	-1.4538431522217738	negative	1.99184144089025	0.603815815751838	-1.388025625138412	negative	True	0.00900849348615059	0.560334416157388	0.0150432144107532	0.531805365004372	True	False	False	False	False	False	False	True	False	False
CNKSR3	CNKSR3	ENSMUSG00000015202	unique_symbol	1	0.547056274341237	0.162312054317603	-0.38474422002363406	negative	0.533731972632614	0.159868726611276	-0.37386324602133797	negative	True	1.88202873756357e-08	0.167223537196049	1.27254926801364e-07	0.169944386756812	True	False	False	False	False	False	False	True	False	False
COL14A1	COL14A1	ENSMUSG00000022371	unique_symbol	1	0.345464047385391	-0.027725315430488	-0.373189362815879	negative	0.352890891463253	-0.0405552311668541	-0.3934461226301071	negative	True	0.0163454553953416	0.905620045625979	0.0169726813118204	0.842139185255983	True	False	False	False	False	False	False	True	False	False
COL16A1	COL16A1	ENSMUSG00000040690	unique_symbol	1	0.99939729804494	0.647363837100302	-0.35203346094463805	negative	1.02584281168416	0.676411803583624	-0.34943100810053607	negative	True	6.60324253537649e-12	1.97957466802469e-05	2.04360084094513e-12	7.03273821243746e-06	True	True	False	False	False	False	False	True	False	False
COL25A1	COL25A1	ENSMUSG00000058897	unique_symbol	1	-0.27259273085799	-0.932231381181162	-0.6596386503231719	negative	-0.286542882388032	-0.949608088084322	-0.66306520569629	negative	True	0.492171382416935	0.00125353240185168	0.373403610867546	0.0002003021359587	False	True	False	False	False	False	False	True	False	False
COL2A1	COL2A1	ENSMUSG00000022483	unique_symbol	1	-0.350193802203769	-2.71167214711301	-2.3614783449092407	negative	-0.334447921487258	-2.73262400574632	-2.398176084259062	negative	True	0.833839428362259	0.00771596506727775	0.820031740586564	0.0061518678514841	False	True	False	False	False	False	False	True	False	False
COL4A5	COL4A5	ENSMUSG00000031274	unique_symbol	1	0.150735792843882	-0.465548898280288	-0.61628469112417	negative	0.152733286361722	-0.474024676245868	-0.6267579626075901	negative	True	0.602625835472124	0.0254052794555977	0.596979917078147	0.0326159817085223	False	True	False	False	False	False	False	True	False	False
COL4A6	COL4A6	ENSMUSG00000031273	unique_symbol	1	0.0190249644335631	-1.186425393999	-1.205450358432563	negative	-0.186751834957209	-1.58093026173059	-1.394178426773381	negative	True	0.985380742393553	0.0288868804330512	0.861609140539247	0.025860467480647	False	True	False	False	False	False	False	True	False	False
COL6A2	COL6A2	ENSMUSG00000020241	unique_symbol	1	0.478341719156834	-1.05131091838551	-1.529652637542344	negative	0.505220839313933	-1.08110466125597	-1.586325500569903	negative	True	0.417869812681561	0.0271107045112223	0.359539469911863	0.0214104557421353	False	True	False	False	False	False	False	True	False	False
COL6A5	COL6A5	ENSMUSG00000091345	unique_symbol	1	2.10931352611768	1.34069520561839	-0.7686183204992898	negative	2.07536029717196	1.31665290075447	-0.7587073964174897	negative	True	5.28966941076453e-10	0.000142086842851736	2.50308071391034e-08	0.0005761112066433	True	True	False	False	False	False	False	True	False	False
COL8A2	COL8A2	ENSMUSG00000056174	unique_symbol	1	0.529427928858612	-1.20669536248426	-1.7361232913428721	negative	0.553948438464206	-1.23346425397107	-1.787412692435276	negative	True	0.37233572868846	0.0113937172925483	0.314609360167982	0.008228171135908	False	True	False	False	False	False	False	True	False	False
COL9A1	COL9A1	ENSMUSG00000026147	unique_symbol	1	-0.457854844788175	-3.28842260763417	-2.8305677628459947	negative	-0.592957555009084	-3.27498607908389	-2.6820285240748056	negative	True	0.73839516516843	9.48096542632561e-05	0.639145414825535	0.0002423459421518	False	True	False	False	False	False	False	True	False	False
COMP	COMP	ENSMUSG00000031849	unique_symbol	1	-0.128113500212015	-1.3316336930973	-1.203520192885285	negative	-0.0964284406440806	-1.36675578381564	-1.2703273431715594	negative	True	0.790007419025446	1.93443395448195e-06	0.829974738436552	1.66053708746379e-06	False	True	False	False	False	False	False	True	False	False
COPZ2	COPZ2	ENSMUSG00000018672	unique_symbol	1	0.225009409024053	-0.358682670700854	-0.583692079724907	negative	0.25402958195837	-0.388449538165693	-0.6424791201240629	negative	True	0.202157658975648	0.0204186036433162	0.152886691614817	0.0148500165382038	False	True	False	False	False	False	False	True	False	False
CPM	CPM	ENSMUSG00000020183	unique_symbol	1	-0.16760896036002	-1.04211715774178	-0.8745081973817601	negative	-0.144887302377169	-1.05567445013063	-0.910787147753461	negative	True	0.841163040918498	0.0485411329854772	0.833353497467418	0.0256614157704603	False	True	False	False	False	False	False	True	False	False
CPQ	CPQ	ENSMUSG00000039007	unique_symbol	1	0.128904973402435	-0.344282289474143	-0.47318726287657803	negative	0.143489106732832	-0.344181998252189	-0.487671104985021	negative	True	0.530449222532553	0.0267695312249394	0.45144768912698	0.0291706224475027	False	True	False	False	False	False	False	True	False	False
CRH	CRH	ENSMUSG00000049796	unique_symbol	1	2.62912946824427	3.14021751187838	0.5110880436341101	positive	3.19905409866093	3.28913307823708	0.09007897957615008	positive	True	6.93234563396599e-10	4.88877687674663e-12	4.78494492663388e-10	1.8551682077941101e-09	True	True	False	False	False	False	False	True	False	False
CRHBP	CRHBP	ENSMUSG00000021680	unique_symbol	1	-0.501194672872302	-0.151439663477074	0.349755009395228	positive	-0.46493861757334	-0.178333961163137	0.286604656410203	positive	True	0.0151158674919736	0.589254906288417	0.0564692114571669	0.545014939798275	False	False	False	False	False	False	False	True	False	False
CRIM1	CRIM1	ENSMUSG00000024074	unique_symbol	1	-0.00950841446303444	-0.444799169899134	-0.4352907554360995	negative	-0.0150562307295668	-0.444506369457352	-0.4294501387277852	negative	True	0.970075887205272	0.00110997137066597	0.94485518685197	0.0011308851901105	False	True	False	False	False	False	False	True	False	False
CRIP1	CRIP1	ENSMUSG00000006360	unique_symbol	1	0.0219716589751471	-0.290899342009323	-0.31287100098447007	negative	0.0202842730647005	-0.301627178079004	-0.3219114511437045	negative	True	0.923905426547726	0.0329706134974488	0.927329977489176	0.0386961020533122	False	True	False	False	False	False	False	True	False	False
CRISPLD1	CRISPLD1	ENSMUSG00000025776	unique_symbol	1	0.27664056077775	-0.0461125494684007	-0.3227531102461507	negative	0.322617458402978	-0.0708238122264041	-0.3934412706293821	negative	True	0.0453420424211997	0.819159072728572	0.0159705505810613	0.674737060577369	True	False	False	False	False	False	False	True	False	False
CROCC2	CROCC2	ENSMUSG00000084989	unique_symbol	1	0.964244537356184	0.310996155711035	-0.653248381645149	negative	1.28622017505075	0.0858481659784443	-1.2003720090723058	negative	True	0.0309134976437635	0.579679436730782	0.0454551379755595	0.919559568531812	True	False	False	False	False	False	False	True	False	False
CRYBG1	CRYBG1	ENSMUSG00000019866	unique_symbol	1	0.903823019050248	0.57870840723617	-0.32511461181407797	negative	1.1681433534137	0.641471368166303	-0.526671985247397	negative	True	1.21587018167971e-05	0.00843617530221076	1.30807526300414e-06	0.0127490299054684	True	True	False	False	False	False	False	True	False	False
CRYGA	CRYGA	ENSMUSG00000044429	unique_symbol	1	-1.77950554717313	0.0918952128283407	1.8714007600014708	positive					False	0.0369723370932711	0.940878054460739			False	False	False	False	False	False	False	False	False	False
CSRP2	CSRP2	ENSMUSG00000020186	unique_symbol	1	0.119369568706676	-0.23061004555913	-0.34997961426580604	negative	0.154034305712151	-0.234483770999216	-0.38851807671136696	negative	True	0.282503531627133	0.0127513665750133	0.152675097882246	0.0152453533619403	False	True	False	False	False	False	False	True	False	False
CTSC	CTSC	ENSMUSG00000030560	unique_symbol	1	0.49705168402332	0.191491814600851	-0.30555986942246904	negative	0.536083488213551	0.21326431536067	-0.322819172852881	negative	True	0.0368143984322367	0.518673954553863	0.007533427067361	0.362248033423984	True	False	False	False	False	False	False	True	False	False
CXCL12	CXCL12	ENSMUSG00000061353	unique_symbol	1	0.673604274517992	0.340633867018852	-0.33297040749914	negative	0.696873694503155	0.350220145214146	-0.34665354928900893	negative	True	9.36407864747225e-05	0.080106407523672	9.27923655486732e-06	0.0421960000664429	True	True	False	False	False	False	False	True	False	False
CXCL14	CXCL14	ENSMUSG00000021508	unique_symbol	1	1.22054501934343	0.68334095723705	-0.5372040621063799	negative	1.21766445842469	0.630477993009795	-0.587186465414895	negative	True	0.000201676580473891	0.0591111960460097	0.0005943404498023	0.102305283931128	True	False	False	False	False	False	False	True	False	False
CYP24A1	CYP24A1	ENSMUSG00000038567	unique_symbol	1	2.98286870247029	5.09568259355572	2.1128138910854304	positive	2.7762262348457	5.0392111047183	2.2629848698725996	positive	True	6.50561107275208e-06	4.00258791235584e-07	0.0005203435984503	4.42088962476304e-06	True	True	False	False	False	False	False	True	False	False
CYP26B1	CYP26B1	ENSMUSG00000063415	unique_symbol	1	-0.224899803210717	-1.44176208837078	-1.216862285160063	negative	-0.211353159165454	-1.48388260097072	-1.272529441805266	negative	True	0.821459676524298	0.0213437380060537	0.813026043516826	0.0167581176883146	False	True	False	False	False	False	False	True	False	False
CYP27A1	CYP27A1	ENSMUSG00000026170	unique_symbol	1	-0.174635350321431	-0.581295021065793	-0.40665967074436205	negative	-0.182717544042905	-0.65140040763222	-0.468682863589315	negative	True	0.671501499374064	0.0465723758383115	0.642131079847736	0.0290837682727552	False	True	False	False	False	False	False	True	False	False
CYP4A32	CYP4A32	ENSMUSG00000063929	unique_symbol	1	2.52094153754292	3.16002165325348	0.6390801157105601	positive					False	1.55545082043771e-12	7.05190456460915e-18			False	False	False	False	False	False	False	False	False	False
CYP4F39	CYP4F39	ENSMUSG00000061126	unique_symbol	1	-0.254553842550655	0.0707044032239586	0.3252582457746136	positive	-0.247777982535416	0.0565457738514493	0.3043237563868653	positive	True	0.00964996653289435	0.592673280037562	0.0133397663941672	0.657969077930769	True	False	False	False	False	False	False	True	False	False
CYP4V3	CYP4V3	ENSMUSG00000079057	unique_symbol	1	-0.022893211526243	-0.339480492514083	-0.31658728098784	negative	0.0089084390353891	-0.332623953415078	-0.3415323924504671	negative	True	0.905827822005123	0.00153729236701131	0.956821759873379	0.0010462280889366	False	True	False	False	False	False	False	True	False	False
CYP8B1	CYP8B1	ENSMUSG00000050445	unique_symbol	1	3.43813321255395	-0.70218896856356	-4.14032218111751	negative					False	0.0172303554882841	0.563013332780724			False	False	False	False	False	False	False	False	False	False
CYSLTR1	CYSLTR1	ENSMUSG00000052821	unique_symbol	1	0.729466673751913	0.0916790156460172	-0.6377876581058958	negative	0.799590994622547	0.145611601814862	-0.653979392807685	negative	True	0.0243210748540445	0.853568090791771	0.0233266808979192	0.746670238769706	True	False	False	False	False	False	False	True	False	False
CYSLTR2	CYSLTR2	ENSMUSG00000033470	unique_symbol	1	-0.0632470365650393	0.267468047177509	0.3307150837425483	positive	-0.0508933753431481	0.273780350434071	0.3246737257772191	positive	True	0.659444782902757	0.00639591557069558	0.761568018950204	0.0253907226075086	False	True	False	False	False	False	False	True	False	False
CYTL1	CYTL1	ENSMUSG00000062329	unique_symbol	1	-0.660357867613839	-2.22648716208484	-1.566129294471001	negative	-0.65058358546605	-2.23880682660728	-1.5882232411412298	negative	True	0.493982945133814	0.0015280522814092	0.477928284332028	0.0016952347321709	False	True	False	False	False	False	False	True	False	False
D030018L15RIK	D030018L15RIK	ENSMUSG00000078925	unique_symbol	1	2.28954997855416	1.63967617249285	-0.6498738060613101	negative					False	0.00335520496664583	0.0389806023776331			False	False	False	False	False	False	False	False	False	False
D330037F02RIK	D330037F02RIK	ENSMUSG00000111398	unique_symbol	1	-0.689382643558795	-0.245042491360808	0.44434015219798695	positive	-0.725103702590377	-0.212408654440424	0.512695048149953	positive	True	0.00180340266145899	0.36414762245086	0.0071727395074777	0.508085334695839	True	False	False	False	False	False	False	True	False	False
D630002J18RIK	D630002J18RIK	ENSMUSG00000097293	unique_symbol	1	0.774074748515165	0.101911496990922	-0.672163251524243	negative	1.09271430854312	0.344796465979652	-0.7479178425634678	negative	True	0.00751127108211304	0.818064965725495	0.0109320497643806	0.515803240241287	True	False	False	False	False	False	False	True	False	False
D630039A03RIK	D630039A03RIK	ENSMUSG00000052117	unique_symbol	1	0.984421961780208	1.32379845264781	0.3393764908676019	positive					False	5.11480197046626e-06	4.18319596208072e-10			False	False	False	False	False	False	False	False	False	False
D930020B18RIK	D930020B18RIK	ENSMUSG00000047642	unique_symbol	1	-1.43917531362713	0.111929834988139	1.551105148615269	positive					False	0.013896186679249	0.893878195445961			False	False	False	False	False	False	False	False	False	False
D930048N14RIK	D930048N14RIK	ENSMUSG00000052563	unique_symbol	1	-0.683248736182334	-0.0526524599415802	0.6305962762407538	positive	-0.686235252334218	-0.148334252445413	0.537900999888805	positive	True	0.0248573815904822	0.914766469940024	0.0495367787940329	0.73607139811992	True	False	False	False	False	False	False	True	False	False
DAB2	DAB2	ENSMUSG00000022150	unique_symbol	1	0.624307103687141	-0.0339704706956256	-0.6582775743827667	negative	0.650469117781862	-0.0137368709857052	-0.6642059887675672	negative	True	0.0246426018470988	0.939187670886364	0.0271309448871478	0.974500557381359	True	False	False	False	False	False	False	True	False	False
DAPL1	DAPL1	ENSMUSG00000026989	unique_symbol	1	0.270890821976967	-1.75920617713464	-2.030096999111607	negative	0.418453086106978	-1.75753273843242	-2.175985824539398	negative	True	0.838259817195377	0.0339790058839688	0.709933110672174	0.0338890465350517	False	True	False	False	False	False	False	True	False	False
DBHOS	DBHOS	ENSMUSG00000085008	unique_symbol	1	1.44592835450777	1.98401882868673	0.53809047417896	positive	2.0413892433503	2.63706539043227	0.5956761470819698	positive	True	1.81522627577736e-05	1.32152492708075e-08	0.0009250517818389	5.56369360305351e-05	True	True	False	False	False	False	False	True	False	False
DCC	DCC	ENSMUSG00000060534	unique_symbol	1	0.0798145919501193	-0.836534558249061	-0.9163491501991803	negative	0.0744441338975096	-0.90875674273412	-0.9832008766316296	negative	True	0.830770342366816	8.99127126238198e-05	0.842496379865836	0.0001146856975275	False	True	False	False	False	False	False	True	False	False
DCHS1	DCHS1	ENSMUSG00000036862	unique_symbol	1	0.477735788088313	-0.0443445263508481	-0.5220803144391611	negative	0.506818910963396	-0.0403399414558223	-0.5471588524192184	negative	True	0.00187173959796063	0.860150455071153	0.0081858232510742	0.8835468986571	True	False	False	False	False	False	False	True	False	False
DCPP2	DCPP2	ENSMUSG00000096278	unique_symbol	1	5.95127424338919	4.54018135660168	-1.41109288678751	negative					False	2.65701830408401e-10	8.10188297725283e-11			False	False	False	False	False	False	False	False	False	False
DCT	DCT	ENSMUSG00000022129	unique_symbol	1	2.25451886022294	1.02913513421707	-1.22538372600587	negative	2.34844919773946	1.14603641137238	-1.20241278636708	negative	True	0.0195985751415048	0.347434005573351	0.0288259414487404	0.310249761308486	True	False	False	False	False	False	False	True	False	False
DDR2	DDR2	ENSMUSG00000026674	unique_symbol	1	0.565136766845077	-0.385994276029012	-0.9511310428740889	negative	0.586980750912428	-0.378661044872129	-0.9656417957845569	negative	True	0.0444243878036229	0.202808434579162	0.0476166524196768	0.231054769430354	True	False	False	False	False	False	False	True	False	False
DEFB30	DEFB30	ENSMUSG00000075571	unique_symbol	1	-0.455756425851048	-0.145061228366504	0.310695197484544	positive					False	0.00367704229518087	0.475426549393234			False	False	False	False	False	False	False	False	False	False
DEFB36	DEFB36	ENSMUSG00000044863	unique_symbol	1	1.59101946192848	0.318738254902731	-1.272281207025749	negative					False	0.0147757284528142	0.695146071818997			False	False	False	False	False	False	False	False	False	False
DGKK	DGKK	ENSMUSG00000062393	unique_symbol	1	-0.595204195820502	-0.0846101410998491	0.5105940547206529	positive	-0.603682206807993	-0.115654305831877	0.48802790097611604	positive	True	0.00105310553375361	0.763359893815035	0.0020310707927686	0.654127744846543	True	False	False	False	False	False	False	True	False	False
DHRS7C	DHRS7C	ENSMUSG00000033044	unique_symbol	1	0.480493764662469	-3.17830613458062	-3.658799899243089	negative	0.499266670107061	-3.43648672774506	-3.935753397852121	negative	True	0.813436889892526	0.0130460272420365	0.821425963995699	0.0283774483621426	False	True	False	False	False	False	False	True	False	False
DIO3	DIO3	ENSMUSG00000075707	unique_symbol	1	1.60410529640395	0.491165122462574	-1.112940173941376	negative	1.680130009815	0.44768625749801	-1.23244375231699	negative	True	0.000150949331647336	0.332119661004978	0.0003893333142809	0.402890846229795	True	False	False	False	False	False	False	True	False	False
DKKL1	DKKL1	ENSMUSG00000030792	unique_symbol	1	0.00399573519622811	0.405621505295193	0.4016257700989649	positive	0.0544940254939501	0.420513901891654	0.3660198763977039	positive	True	0.98988653077695	0.0146528361455415	0.837959638963368	0.0247230507101644	False	True	False	False	False	False	False	True	False	False
DLK2	DLK2	ENSMUSG00000047428	unique_symbol	1	0.575027229791283	1.42592793471655	0.8509007049252671	positive	1.43255214883831	2.49993281645796	1.0673806676196502	positive	True	0.381012460406498	0.0143244894925621	0.078338547014096	0.0040295120813462	False	True	False	False	False	False	False	True	False	False
DLX4OS	DLX4OS	ENSMUSG00000086552	unique_symbol	1	-0.172019843427785	-1.52003139153153	-1.348011548103745	negative					False	0.87260240727635	0.0236573465825641			False	False	False	False	False	False	False	False	False	False
DMKN	DMKN	ENSMUSG00000060962	unique_symbol	1	0.506802948515293	-1.15972660953977	-1.666529558055063	negative	0.582951980309341	-1.26884422191219	-1.851796202221531	negative	True	0.470734961784111	0.0320142877409146	0.383999812410864	0.0196273101754803	False	True	False	False	False	False	False	True	False	False
DMP1	DMP1	ENSMUSG00000029307	unique_symbol	1	-0.548810089294806	-1.81168480288969	-1.262874713594884	negative	-0.62288883082993	-1.81743971159212	-1.1945508807621898	negative	True	0.588662060228963	0.013761013775199	0.452947205994475	0.0071358763138649	False	True	False	False	False	False	False	True	False	False
DNAAF1	DNAAF1	ENSMUSG00000031831	unique_symbol	1	0.353590492772042	-0.0608540181900971	-0.41444451096213913	negative					False	0.0472596469066159	0.817723525967208			False	False	False	False	False	False	False	False	False	False
DNAH12	DNAH12	ENSMUSG00000021879	unique_symbol	1	1.94221254793673	-0.0695810139418654	-2.0117935618785956	negative					False	0.0071236044432306	0.955443846719858			False	False	False	False	False	False	False	False	False	False
DNAH6	DNAH6	ENSMUSG00000052861	unique_symbol	1	-0.360778028359159	-0.90174013847711	-0.5409621101179509	negative	-0.380224088811969	-1.20538978361202	-0.825165694800051	negative	True	0.15093101498646	1.63844264029413e-05	0.198643421117125	1.10203525391388e-06	False	True	False	False	False	False	False	True	False	False
DNAI3	DNAI3	ENSMUSG00000043020	unique_symbol	1	1.23381619001977	1.91539545202174	0.68157926200197	positive	1.78855938162932	3.34451580678253	1.55595642515321	positive	True	1.38062056445778e-05	1.3930613616246e-10	7.65106132310651e-05	2.5120126792944e-08	True	True	False	False	False	False	False	True	False	False
DNAJC25	DNAJC25	ENSMUSG00000070972	unique_symbol	1	0.509570853841594	-0.0220552629883149	-0.5316261168299089	negative	0.530104258315552	-0.0286279068170224	-0.5587321651325744	negative	True	8.36155557418845e-07	0.903455035835688	2.1008487985829e-06	0.863246567759603	True	False	False	False	False	False	False	True	False	False
DNALI1	DNALI1	ENSMUSG00000042707	unique_symbol	1	0.970984026281433	0.409177327416569	-0.561806698864864	negative	1.27605720022057	0.236661296352804	-1.0393959038677658	negative	True	4.37539205898271e-05	0.141820388748885	0.101504785958708	0.818068012879795	False	False	False	False	False	False	False	True	False	False
DNASE1L3	DNASE1L3	ENSMUSG00000025279	unique_symbol	1	0.877848992801342	1.35390740256185	0.47605840976050806	positive	0.897588291514151	1.4021945771366	0.504606285622449	positive	True	3.85597711400657e-11	1.15531426593817e-25	1.2369871099821301e-10	6.6407119440167e-25	True	True	False	True	False	True	False	True	True	False
DOC2B	DOC2B	ENSMUSG00000020848	unique_symbol	1	0.811798748644902	0.483036575734683	-0.328762172910219	negative	0.830434294034779	0.510951442154977	-0.31948285187980197	negative	True	3.36364564756861e-06	0.00957337072495568	1.49712193984043e-06	0.0042484325508573	True	True	False	False	False	False	False	True	False	False
DPT	DPT	ENSMUSG00000026574	unique_symbol	1	0.327671465373873	-1.13186864170288	-1.459540107076753	negative	0.301712282322915	-1.217110123415	-1.518822405737915	negative	True	0.476359256557775	0.000620751935757058	0.553970502358622	0.0014566350653832	False	True	False	False	False	False	False	True	False	False
DSC2	DSC2	ENSMUSG00000024331	unique_symbol	1	1.1973922638336	0.404312795852206	-0.7930794679813942	negative	1.22090561796284	0.274622531775461	-0.946283086187379	negative	True	0.000787778140661232	0.344388835061627	0.0022251605126697	0.569265627581452	True	False	False	False	False	False	False	True	False	False
DSE	DSE	ENSMUSG00000039497	unique_symbol	1	0.00288081513640346	-0.320721032696256	-0.3236018478326595	negative	0.0209341058026388	-0.324714866852326	-0.3456489726549648	negative	True	0.991086985380277	0.0158245290085235	0.92162755838135	0.0190667952627267	False	True	False	False	False	False	False	True	False	False
DSG2	DSG2	ENSMUSG00000044393	unique_symbol	1	1.5293462206137	0.833095916306401	-0.6962503043072991	negative	2.5182807041062	1.18219298804214	-1.3360877160640598	negative	True	5.18239031700603e-05	0.0410032038223739	2.13476882749822e-05	0.0572196637536472	True	False	False	False	False	False	False	True	False	False
DSG3	DSG3	ENSMUSG00000056632	unique_symbol	1	3.99710400484708	2.48899234178623	-1.5081116630608498	negative	5.97767073269353	3.01372705513681	-2.9639436775567196	negative	True	1.61024014805766e-12	1.10318208703416e-09	1.77255842201693e-08	2.22936207994851e-06	True	True	False	False	False	False	False	True	False	False
DSP	DSP	ENSMUSG00000054889	unique_symbol	1	0.36467928641758	-1.8164207663671	-2.18110005278468	negative	0.459920669047083	-1.82003998090053	-2.279960649947613	negative	True	0.729398044864672	0.00676747371644427	0.579403246086118	0.0020900375959912	False	True	False	False	False	False	False	True	False	False
DUSP9	DUSP9	ENSMUSG00000031383	unique_symbol	1	3.7986357694871	4.72533269427622	0.9266969247891206	positive	3.98451288933956	4.68661274460865	0.7020998552690898	positive	True	6.41963345477151e-44	1.44789675070589e-36	3.27396159157534e-25	1.24150304251432e-20	True	True	True	True	True	False	False	True	True	False
DYNLT1C	DYNLT1C	ENSMUSG00000000579	unique_symbol	1	0.729417674982185	0.327691485764638	-0.401726189217547	negative	0.967473422195521	0.575094836108525	-0.39237858608699605	negative	True	7.91131866736347e-07	0.0500746588676462	1.16680173050385e-05	0.0171804559551189	True	True	False	False	False	False	False	True	False	False
DYNLT4	DYNLT4	ENSMUSG00000047671	unique_symbol	1	0.665358333723897	0.338027326882217	-0.32733100684168	negative					False	0.0360189851419893	0.391848943303441			False	False	False	False	False	False	False	False	False	False
DYRK4	DYRK4	ENSMUSG00000030345	unique_symbol	1	-0.0443160144610849	0.406218260142089	0.4505342746031739	positive	-0.0381250900097946	0.421419125628811	0.4595442156386056	positive	True	0.869400678604228	0.0112917320752649	0.887893648041001	0.0229206266103306	False	True	False	False	False	False	False	True	False	False
E230014E18RIK	E230014E18RIK	ENSMUSG00000111514	unique_symbol	1	0.0689564399584617	0.398555626032886	0.32959918607442434	positive					False	0.786530530221866	0.0135539551738603			False	False	False	False	False	False	False	False	False	False
EAR1	EAR1	ENSMUSG00000072601	unique_symbol	1	1.38177148150068	-0.331034403179287	-1.712805884679967	negative	1.60996492840706	-0.27160168593703	-1.8815666143440901	negative	True	0.0312450695235517	0.698474112125673	0.0142850933639848	0.749045495292187	True	False	False	False	False	False	False	True	False	False
ECEL1	ECEL1	ENSMUSG00000026247	unique_symbol	1	2.98232219486478	3.51542936799815	0.5331071731333701	positive	2.94002258868604	3.53861528606199	0.5985926973759503	positive	True	6.56354239207733e-19	1.28847870101419e-25	3.8084211877787403e-23	1.55355731379577e-32	True	True	True	True	True	False	False	True	True	False
EDNRA	EDNRA	ENSMUSG00000031616	unique_symbol	1	-0.328217440477035	-0.641197466943461	-0.31298002646642603	negative	-0.289618348088749	-0.648065877980445	-0.35844752989169604	negative	True	0.023848100491566	5.85564660593163e-07	0.035278404952812	8.26195105536307e-08	True	True	False	False	False	False	False	True	False	False
EFEMP2	EFEMP2	ENSMUSG00000024909	unique_symbol	1	0.419597162225331	0.0992978391570752	-0.3202993230682558	negative	0.445181339373898	0.102584343247401	-0.34259699612649697	negative	True	0.000637883665793436	0.556426644131586	0.0002948240918525	0.509700243727902	True	False	False	False	False	False	False	True	False	False
EFNA4	EFNA4	ENSMUSG00000028040	unique_symbol	1	0.77334085616696	-0.142285585500131	-0.9156264416670911	negative	0.781977620962242	-0.12437094670764	-0.906348567669882	negative	True	0.00518848544568194	0.71176418641954	0.0059034830138979	0.726168478482289	True	False	False	False	False	False	False	True	False	False
EGFLAM	EGFLAM	ENSMUSG00000042961	unique_symbol	1	0.712620788870133	0.390353607501727	-0.32226718136840604	negative	0.741772180138581	0.380423740564152	-0.361348439574429	negative	True	1.03200987545699e-14	5.79486678233459e-05	1.3943212278863e-14	0.0001649717420487	True	True	False	False	False	False	False	True	False	False
EGLN3	EGLN3	ENSMUSG00000035105	unique_symbol	1	-0.251782030567011	-0.757076079685525	-0.505294049118514	negative	-0.23337258457759	-0.780156124220036	-0.546783539642446	negative	True	0.296663014014979	5.23804803810214e-05	0.331514795842362	4.46706012472055e-05	False	True	False	False	False	False	False	True	False	False
EIF4E1B	EIF4E1B	ENSMUSG00000074895	unique_symbol	1	-0.0805912615160429	1.36526039578379	1.445851657299833	positive					False	0.927556848457137	0.0216695954143449			False	False	False	False	False	False	False	False	False	False
ELDR	ELDR	ENSMUSG00000087060	unique_symbol	1	0.671870226561656	-0.0597131207300135	-0.7315833472916695	negative					False	0.0120058467057278	0.888831389602003			False	False	False	False	False	False	False	False	False	False
ELF4	ELF4	ENSMUSG00000031103	unique_symbol	1	0.660837442136374	0.195889343466757	-0.46494809866961695	negative	0.660125946837219	0.206358744101822	-0.45376720273539706	negative	True	0.00608664671435354	0.536165526165454	0.0075985182396944	0.488993588576954	True	False	False	False	False	False	False	True	False	False
ELF5	ELF5	ENSMUSG00000027186	unique_symbol	1	-0.131911142998262	-0.551022449301515	-0.419111306303253	negative	-0.112557136704537	-0.576563645470992	-0.46400650876645505	negative	True	0.615260730565404	0.00208605536510258	0.716737204509081	0.0090727435964587	False	True	False	False	False	False	False	True	False	False
ELOBL	ELOBL	ENSMUSG00000057534	unique_symbol	1	1.87281712937432	1.19826492495918	-0.6745522044151402	negative					False	0.00609638963205471	0.0977742331934706			False	False	False	False	False	False	False	False	False	False
EMCN	EMCN	ENSMUSG00000054690	unique_symbol	1	0.438461643530416	0.0773888883257247	-0.3610727552046913	negative	0.478189959771159	0.068668957417349	-0.40952100235381	negative	True	0.00173495150759305	0.705466093758113	0.0014993217453499	0.737324247466671	True	False	False	False	False	False	False	True	False	False
EN2	EN2	ENSMUSG00000039095	unique_symbol	1	1.99023310309933	-0.673981036505531	-2.6642141396048613	negative					False	0.0323170230704769	0.447589083743872			False	False	False	False	False	False	False	False	False	False
ENG	ENG	ENSMUSG00000026814	unique_symbol	1	0.592896604326192	0.261737103207868	-0.33115950111832393	negative	0.634243118209897	0.269724024398313	-0.364519093811584	negative	True	0.00181519668487167	0.244620993415169	0.0002443670065871	0.170890217475341	True	False	False	False	False	False	False	True	False	False
