gene_id	SRR35329977	SRR35329978	SRR35329979	SRR35329980	SRR35329981	SRR35329982	SRR35329983	SRR35329984	SRR35329985	SRR35329986	SRR35329987	SRR35329988	SRR35329989	SRR35329990	SRR35329991	SRR35329992	SRR35329993	SRR35329994	SRR35329995	SRR35329996
ENSMUSG00000000001	12.6218816456793	12.5194127356054	12.3469187162956	12.3659871096232	12.3795988264673	12.3965193448515	12.5455361111362	12.538264421434	12.3546234656655	12.5538220049202	12.5987609775509	12.3027683564217	12.3483535540537	12.3531069851318	12.5836505416121	12.5546746006559	12.5053971154203	12.5435787694841	12.3737377801032	12.3267551100309
ENSMUSG00000000028	9.47530940626359	9.46254488651631	9.53201004180082	9.52194738867808	9.4570589819133	9.53802422581378	9.37392438841605	9.34434339884174	9.533668036804	9.35153277601083	9.46148866229391	9.33186150440168	9.53783106257426	9.52415921980132	9.43782645387968	9.43860732795797	9.48580871083444	9.43920262433239	9.50393726322593	9.55049281791156
ENSMUSG00000000031	11.737586077513	11.7814634577818	10.647384163108	11.2048691033882	10.8825237031831	12.3067739846589	11.5998790703835	12.2746986392615	13.2967315394511	12.0085881335315	11.8806503494946	11.0352985822343	11.5046576279538	13.0062619060219	11.4160231624723	12.1472473199781	11.6673370026996	12.4591455380545	12.9315867333065	12.1934200920759
ENSMUSG00000000037	8.85928075331561	8.86895162394754	8.89130554346577	8.99135737014421	8.93296929287897	8.82710392304242	8.87830017039856	8.84168206271449	8.95345660563815	8.81410791623688	8.88307731486997	8.84909904127527	8.82860477925504	8.84982329063669	8.84161062154611	8.89074872720676	8.83608285260365	8.9302199524663	8.86919431867979	8.82793929917656
ENSMUSG00000000049	9.33766325090824	9.40309144408515	9.36650191945934	9.24962727389191	9.28804957514117	9.34813842484186	9.3610606696694	9.4168523070101	9.32047249818837	9.3866886865444	9.32193588814356	9.28887462774965	9.34656244493536	9.23590544692683	9.33069296465075	9.32322006308639	9.37337670807876	9.40401802613287	9.29180053908359	9.29247912685946
ENSMUSG00000000056	11.8343408023908	11.7979825639871	11.7564144380698	11.7914561162495	11.7359713087209	11.9733382375355	11.8160172729657	11.8836233200427	11.8259424880049	11.6772543324148	11.8211217767932	11.8422715998066	11.7910435983102	11.8848483450016	11.6515152240694	11.6824046149043	11.8393045670505	11.7813959062856	11.7120450443898	11.8873313240403
ENSMUSG00000000058	12.5209548088631	12.4050760676979	12.4402199778927	12.4989260769209	12.3902445561833	12.3965193448515	12.541675383385	12.4402007839572	12.7004593205673	12.5297046223621	12.5356752170257	12.5016226765417	12.6044785399838	12.5783631236995	12.5239437216785	12.560212880087	12.4250043162407	12.4309721115207	12.6228747629894	12.5036474405252
ENSMUSG00000000078	13.5008941136517	13.3867602514479	12.2926050949291	12.2513127200371	12.2986635762893	12.3034913970915	13.3728134173803	13.4220124014248	12.2515020749636	13.3835665772092	13.4853098940626	12.2455726733193	12.3224486097404	12.4349436044089	13.367069545906	13.304281222529	13.2883846405199	13.2662332139575	12.4182612956571	12.3516450116665
ENSMUSG00000000085	11.0850009238458	11.0637125224596	11.1310989977464	11.1420044567456	11.0661153970787	11.0444933261707	11.0258656656782	11.049394164461	10.9565103280603	11.0218613921028	10.9931111565651	11.0934653125196	11.1184117170379	11.0893566647873	10.9812165310832	11.0393568123171	10.9977568359618	11.077522544553	11.0977731924643	11.1109086374245
ENSMUSG00000000088	13.3762001894569	13.5550580372223	13.3839051482011	13.327794225837	13.4457374486007	13.3809231847145	13.4909461024197	13.4134250555977	13.4928721016575	13.5106702955416	13.4771158997614	13.4057385159526	13.4363010634737	13.4713370544409	13.4669338396564	13.3873047124678	13.4780980905301	13.3949518984617	13.443528369196	13.3708779694271
