Direction	native	name	gene_id	symbol	evidence_codes
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000003644	Rps6ka1	ISS, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000038650	Rnh1	IBA, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000024256	Adcyap1	IMP, ISO, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000037568	Vash2	IMP, ISO, IBA, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000026836	Acvr1	IMP, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000031681	Smad1	IDA, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000026670	Uap1	IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000002250	Ppard	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000044734	Serpinb1a	IMP, IBA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000018736	Ndel1	ISO
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000027540	Ptpn1	IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000048482	Bdnf	IDA, IMP, ISO, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000024261	Syt4	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000038894	Irs2	IDA, IGI
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000027583	Zbtb46	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000005069	Pex5	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000022661	Cd200	IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000032280	Tle3	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000025746	Il6	IDA, IMP, ISO, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000011008	Mcoln2	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000020580	Rock2	IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000029135	Fosl2	IDA, IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000054136	Adm2	ISO, IBA, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000022607	Ptk2	IDA, IMP, IGI, ISO, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000043895	S1pr2	IMP, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000028063	Lmna	IMP, ISO
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000015316	Slamf1	IDA, IBA, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000034247	Plekhm1	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000040435	Ppp1r15a	ISO
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000037580	Gch1	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000079049	Serpinb1c	IMP, IBA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000024014	Pim1	IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000001627	Ifrd1	IGI
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000031545	Gpat4	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000020838	Slc6a4	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000024349	Sting1	IDA, IMP, ISS, ISO, IBA, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000025809	Itgb1	IMP, ISS, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000037062	Sh3glb1	ISO
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000042406	Atf4	IMP, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000055994	Nod2	IDA, IMP, IGI, ISS, ISO, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000031628	Casp3	IMP, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000018507	Trpv2	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000023079	Gtf2ird1	IDA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000027613	Eif6	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000001847	Rac1	IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000015243	Abca1	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000040025	Ythdf2	IMP, ISS, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000025351	Cd63	ISO
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000025408	Ddit3	IDA, IMP, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000059866	Tnip2	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000055407	Map6	ISO, IBA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000031078	Cttn	IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000036437	Npy1r	IMP, ISO
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000050335	Lgals3	IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000036478	Btg1	ISS, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000044147	Arf6	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000032231	Anxa2	IDA, IMP, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000050730	Arhgap42	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000032078	Zpr1	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000026072	Il1r1	ISS, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000029826	Zc3hav1	IDA, IBA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000053436	Mapk14	IDA, IMP, IGI, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000026078	Pdcl3	ISO, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000042121	Ssh1	ISO, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000022346	Myc	IDA, IMP, ISS, ISO, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000037411	Serpine1	IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000044453	Ffar1	IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000024789	Jak2	IDA, IMP, IGI, ISS, ISO, NAS, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000021796	Bmpr1a	IMP, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000035594	Chrna5	ISO
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000022555	Dgat1	ISO
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000024927	Rela	IDA, ISO, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000018909	Arrb1	IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000049649	Gpr3	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000029765	Plxna4	IBA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000020395	Itk	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000016528	Mapkapk2	IMP, ISS, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000032508	Myd88	IMP, IGI, ISS, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000023087	Noct	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000000134	Tfe3	IMP, IGI, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000020423	Btg2	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000027944	Hax1	IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000039910	Cited2	IMP, ISO, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000036057	Ptpn23	IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000001507	Itga3	ISO, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000024517	Grp	IDA, IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000037815	Ctnna1	IMP, IGI
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000013089	Etv5	IDA, ISO, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000040046	Tph1	ISO, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000030309	Caprin2	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000021072	Tmx1	IMP, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000024087	Cyp1b1	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000024335	Brd2	IDA, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000048047	Zbtb33	IBA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000015839	Nfe2l2	IMP, IGI, ISO, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000028599	Tnfrsf1b	IMP, IGI, IBA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000037860	Aim2	IDA, IMP, IGI, ISO, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000038676	Ucn	ISO, IBA, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000030616	Sytl2	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000022948	Setd4	IDA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000053175	Bcl3	IMP, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000032501	Trib1	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000024907	Gal	ISO, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000020027	Socs2	IMP, IGI
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000039985	Sinhcaf	NAS
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000039191	Rbpj	IMP, TAS
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000027692	Tnik	ISO
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000063952	Brpf3	NAS
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000047407	Tgif1	IGI
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000029084	Cd38	IDA, ISO, IBA, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000025340	Rabgef1	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000024238	Zeb1	IMP, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000030341	Tnfrsf1a	IGI, ISO, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000003154	Foxj2	IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000037465	Klf10	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000027954	Efna1	IDA, IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000023915	Tnfrsf21	IMP, IBA, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000005124	Ccn4	IMP, ISO, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000011877	Git1	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000002633	Shh	IDA, IMP, ISO
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000024947	Men1	IDA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000052397	Ezr	IGI, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000023249	Parp3	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000040010	Slc7a5	ISO, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000017929	B4galt5	IMP
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000032238	Rora	IMP, ISS, IEA
Upregulated	GO:0051239	regulation of multicellular organismal process	ENSMUSG00000028434	Epb41l4b	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000026628	Atf3	IDA, IMP, IGI, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000036390	Gadd45a	IDA, IMP, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000051379	Flrt3	IDA, IMP
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000063632	Sox11	IDA, IMP, ISS, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000052684	Jun	IDA, IMP, IGI, ISS, ISO, IBA, NAS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000073680	Tmem88b	IBA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000019647	Sema6a	IDA, IMP, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000031574	Star	IDA, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000042816	Gpr151	EXP, IDA, IMP, ISS, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000004951	Hspb1	IDA, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000039328	Rnf122	ISS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000028494	Plin2	IBA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000030898	Cckbr	ISS, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000050164	Mchr1	ISO, IBA, TAS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000046223	Plaur	ISO, NAS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000030102	Itpr1	IMP, IGI, ISS, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000022044	Stmn4	IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000037428	Vgf	IGI, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000046731	Kctd11	IDA, IBA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000056749	Nfil3	IDA, IMP, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000025473	Adam8	IDA, IMP, ISS, IBA, NAS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000014599	Csf1	IDA, IMP, IGI, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000022895	Ets2	ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000019876	Pkib	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000033902	Mapkbp1	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000046688	Tifa	IDA, IPI, ISS, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000031074	Fgf3	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000032515	Csrnp1	IDA, IMP, IBA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000020427	Igfbp3	IGI, ISS, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000023905	Tnfrsf12a	IDA, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000024143	Rhoq	IDA, IBA, IC, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000000078	Klf6	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000037447	Arid5a	IDA, IMP, IGI, ISS, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000027611	Procr	IBA, TAS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000025612	Bach1	IDA, ISS, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000044934	Zfp367	ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000021765	Fst	IMP, IGI, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000109901	Chmp1b	ISO, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000058093	Zfp729b	IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000030256	Bhlhe41	IDA, IMP, IBA, TAS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000027495	Fam210b	ISS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000025348	Itga7	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000030748	Il4ra	IMP, IGI, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000023067	Cdkn1a	IDA, IMP, IGI, ISS, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000024404	Riok3	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000030272	Camk1	IDA, ISS, ISO, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000025089	Gfra1	ISS, ISO, TAS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000050989	Selenon	IDA, IMP, ISS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000003644	Rps6ka1	ISS, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000038650	Rnh1	IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000001542	Ell2	ISO, IBA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000020205	Phlda1	ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000029378	Areg	IDA, IGI, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000006304	Arpc2	IDA, IMP, ISO, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000028896	Rcc1	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000024256	Adcyap1	IDA, IMP, ISS, ISO, IBA, TAS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000033060	Lmo7	IDA, ISS, ISO, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000024883	Rin1	IMP, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000002459	Rgs20	TAS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000015745	Plekho1	IDA, IMP, IBA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000037568	Vash2	IMP, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000058153	Sez6l	IGI, IBA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000034832	Tet3	IMP, ISS, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000027313	Chac1	ISS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000021453	Gadd45g	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000054855	Rnd1	IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000026836	Acvr1	IDA, IMP, ISO, IBA, TAS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000031681	Smad1	IDA, IMP, IGI, ISS, ISO, IBA, TAS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000066838	Zfp772	IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000021070	Bdkrb2	IMP, IGI, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000030681	Mvp	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000026670	Uap1	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000041870	Ankrd13a	ISS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000042688	Mapk6	IGI, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000035621	Midn	ISO, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000002250	Ppard	IDA, IMP, IGI, ISS, ISO, IBA, NAS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000007041	Clic1	IDA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000048216	Gpr85	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000035828	Pim3	IMP, ISS, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000044734	Serpinb1a	IDA, IPI, IMP, IBA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000018736	Ndel1	IDA, IMP, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000056076	Eif3b	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000025239	Limd1	IMP, ISS, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000038943	Prc1	ISS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000032578	Cish	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000011179	Odc1	IDA, IMP
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000037638	Zbtb42	IDA, IBA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000032641	Gpr19	IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000037458	Azin1	IDA, ISS, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000042804	Gpr153	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000035673	Sbno2	IMP, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000042507	Mideas	IBA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000027540	Ptpn1	IMP, IGI, ISS, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000048482	Bdnf	EXP, IDA, IMP, IGI, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000024261	Syt4	EXP, IDA, IMP, ISO, IBA, TAS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000068566	Myadm	IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000021501	Caml	IDA, ISS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000021400	Wrnip1	ISS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000007812	Zfp655	ISS, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000063889	Crem	IGI, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000003153	Slc2a3	ISO
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000038894	Irs2	IDA, IMP, IGI, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000055723	Rras2	IDA, IGI, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000020248	Nfyb	IDA, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000027583	Zbtb46	IDA, IMP, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000028156	Eif4e	IDA, IMP, IEP, ISS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000005069	Pex5	IMP, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000026796	Niban2	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000002233	Rhoc	IMP, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000027035	Cers6	ISO, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000039954	Stk32a	IBA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000030057	Cnbp	IDA, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000029518	Rab35	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000022661	Cd200	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000032280	Tle3	IMP, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000025746	Il6	IDA, IMP, IGI, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000011008	Mcoln2	IMP, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000022272	Myo10	IGI, ISS, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000020580	Rock2	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000078532	Nkain1	IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000041548	Hspb8	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000005087	Cd44	IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000022096	Hr	IDA, IBA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000051343	Rab11fip5	IMP
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000029641	Rasl11a	IDA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000005370	Msh6	IMP, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000029135	Fosl2	IDA, IMP, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000054136	Adm2	ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000022607	Ptk2	IDA, IMP, IGI, ISS, ISO, IBA, TAS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000048490	Nrip1	IDA, IMP, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000024521	Pmaip1	IDA, IMP, ISO, RCA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000050271	Prag1	IMP, ISS, ISO, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000043895	S1pr2	EXP, IDA, IMP, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000047368	Abhd17b	IMP, ISO, IBA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000024772	Ehd1	IMP, ISO, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000028063	Lmna	IMP, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000023169	Slc38a1	IMP, ISS, ISO, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000028893	Sesn2	IDA, IMP, ISS, ISO, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000026317	Cln8	IMP
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000028789	Azin2	IDA, IBA, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000028145	Them4	ISS, IEA
Upregulated	GO:0050789	regulation of biological process	ENSMUSG00000015316	Slamf1	IDA, IMP, IBA, IEA
