Direction	native	name	gene_id	symbol	evidence_codes
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000026628	Atf3	IMP, IGI, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000036390	Gadd45a	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000051379	Flrt3	IDA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000063632	Sox11	IDA, IMP, ISS, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000052684	Jun	IDA, IMP, IGI, ISS, ISO
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000019647	Sema6a	IMP, IBA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000031574	Star	ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000004951	Hspb1	IDA, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000039328	Rnf122	ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000028494	Plin2	IBA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000030898	Cckbr	ISS, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000050164	Mchr1	ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000046223	Plaur	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000030102	Itpr1	IMP, IGI, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000046731	Kctd11	IDA, IBA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000056749	Nfil3	IDA, IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000025473	Adam8	IDA, IMP, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000014599	Csf1	IDA, IMP, IGI, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000022895	Ets2	ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000019876	Pkib	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000046688	Tifa	IDA, ISS, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000031074	Fgf3	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000032515	Csrnp1	IDA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000020427	Igfbp3	IGI, ISS, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000023905	Tnfrsf12a	IDA, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024143	Rhoq	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000000078	Klf6	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000037447	Arid5a	IDA, IMP, IGI, ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000025612	Bach1	IDA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000021765	Fst	ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027495	Fam210b	ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000030748	Il4ra	IMP, IGI
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000023067	Cdkn1a	IMP, IGI, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024404	Riok3	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000030272	Camk1	IDA, ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000025089	Gfra1	ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000050989	Selenon	IDA, ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000003644	Rps6ka1	ISS, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000001542	Ell2	ISO, IBA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000020205	Phlda1	ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000029378	Areg	IDA, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000006304	Arpc2	IDA, IMP, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024256	Adcyap1	IDA, IMP, ISS, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000033060	Lmo7	IDA, ISS, ISO
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000037568	Vash2	IMP, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000034832	Tet3	ISS, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000021453	Gadd45g	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000026836	Acvr1	IMP, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000031681	Smad1	IDA, IMP, IGI, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000026670	Uap1	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000042688	Mapk6	IGI
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000002250	Ppard	IDA, IMP, ISS, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000007041	Clic1	IDA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000018736	Ndel1	IMP, ISO
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000038943	Prc1	ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000011179	Odc1	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000037458	Azin1	IDA, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000035673	Sbno2	IMP, IBA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027540	Ptpn1	IMP, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000048482	Bdnf	IDA, IMP, IGI, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024261	Syt4	IMP, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000068566	Myadm	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000063889	Crem	IGI
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000038894	Irs2	IDA, IMP, IGI, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000055723	Rras2	IGI
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000020248	Nfyb	IDA, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027583	Zbtb46	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000028156	Eif4e	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000005069	Pex5	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000026796	Niban2	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000002233	Rhoc	IMP, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027035	Cers6	ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000030057	Cnbp	IDA, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000022661	Cd200	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000025746	Il6	IDA, IMP, IGI, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000011008	Mcoln2	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000022272	Myo10	IGI
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000020580	Rock2	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000041548	Hspb8	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000005087	Cd44	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000029641	Rasl11a	IDA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000029135	Fosl2	IDA, IMP, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000054136	Adm2	ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000022607	Ptk2	IDA, IMP, ISS, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000048490	Nrip1	IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024521	Pmaip1	IMP, ISO
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000050271	Prag1	ISS, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000043895	S1pr2	IMP, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000047368	Abhd17b	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024772	Ehd1	IMP, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000028063	Lmna	IMP, ISO
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000023169	Slc38a1	ISS, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000028893	Sesn2	IMP, ISS, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000028789	Azin2	IDA, IBA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000015316	Slamf1	IDA, IMP, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000034247	Plekhm1	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000040435	Ppp1r15a	IDA, ISO
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000037580	Gch1	IMP, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000046854	Pip5kl1	ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000049303	Syt12	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024014	Pim1	IMP, ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000001627	Ifrd1	ISO
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000020838	Slc6a4	IMP, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024349	Sting1	IDA, IMP, ISS, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000025809	Itgb1	IMP, ISS, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000037062	Sh3glb1	IDA, IMP, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000042406	Atf4	IDA, IMP, IGI, ISS, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027293	Ehd4	ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000055994	Nod2	IDA, IMP, IGI, ISS, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000010660	Plcd1	ISO
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000031628	Casp3	IDA, ISS, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000020592	Sdc1	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000018507	Trpv2	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000032939	Nup93	IDA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027613	Eif6	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000001847	Rac1	IDA, IMP, IGI, ISS, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000057531	Dtnbp1	IDA, IMP, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027560	Dok5	IDA, IBA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024190	Dusp1	ISO
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000015243	Abca1	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000022043	Trim35	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000040025	Ythdf2	IMP, ISS, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000025351	Cd63	ISS, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000025408	Ddit3	IDA, IMP, IGI, ISS, ISO, NAS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000059866	Tnip2	IMP, ISS, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000033350	Chst2	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000055407	Map6	ISO, IBA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000033955	Tnks1bp1	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000020271	Fbxw11	IMP, ISS
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000031078	Cttn	ISS, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000036437	Npy1r	ISO
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000050335	Lgals3	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000018362	Kpna2	IMP, ISO
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000025139	Tollip	ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000036478	Btg1	ISS, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000030678	Maz	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000035199	Arl6ip5	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000022602	Arc	IMP, ISS, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000044147	Arf6	IDA, IMP, NAS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000073563	Csnk1g3	IBA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000032231	Anxa2	IDA, IMP, ISO, IBA, NAS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000059923	Grb2	IDA, IGI, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000032078	Zpr1	IMP, ISS, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000026072	Il1r1	IMP, ISS, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000038591	Colec10	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000029826	Zc3hav1	IDA, ISS, ISO, IBA, TAS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000052681	Rap1b	IGI, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027997	Casp6	ISS, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000053436	Mapk14	IMP, IGI, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000026078	Pdcl3	IMP, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000042121	Ssh1	ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000022346	Myc	IDA, IMP, IGI, ISS, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000037411	Serpine1	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000054008	Ndst1	IMP, IGI
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000053113	Socs3	IDA, IGI
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000061589	Dot1l	ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000052921	Arhgef15	ISS, ISO
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000044453	Ffar1	IDA, IMP, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024789	Jak2	IDA, IMP, IGI, ISS, ISO, NAS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000021796	Bmpr1a	IDA, IMP, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000020358	Hnrnpab	IDA, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000038949	Cnst	ISS, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000023307	Marchf5	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000051316	Taf7	ISS, ISO, NAS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000023032	Slc4a8	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000032502	Stac	IMP, IBA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000022555	Dgat1	ISO
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024803	Ankrd1	ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000031955	Bcar1	ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024927	Rela	IDA, IMP, ISS, ISO, IBA, TAS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024912	Fosl1	IMP, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000018909	Arrb1	IMP, ISS, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000015776	Med22	NAS
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000041598	Cdc42ep4	IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000045664	Cdc42ep2	IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000071637	Cebpd	IDA, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000049649	Gpr3	IMP, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000029765	Plxna4	IBA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000020395	Itk	IMP, IBA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000045136	Tubb2b	ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000016528	Mapkapk2	IMP, ISS, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000032508	Myd88	IMP, IGI, ISS, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000023087	Noct	IMP, IGI
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000000134	Tfe3	IDA, IMP, ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000020423	Btg2	ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000017615	Tnfaip1	ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000008384	Sertad1	IDA, IGI
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000059796	Eif4a1	ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027944	Hax1	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000039910	Cited2	IDA, IMP, ISS, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000028901	Gmeb1	IDA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000036057	Ptpn23	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000001507	Itga3	ISS, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024517	Grp	IDA, IMP, ISS, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000042292	Mrtfa	IDA, ISS, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000014905	Dnajb9	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000026880	Stom	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000036894	Rap2b	IDA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000037815	Ctnna1	IMP, IGI
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000013089	Etv5	IDA, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000040046	Tph1	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000029175	Slc35f6	ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000030309	Caprin2	IMP, IBA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000001420	Tmem79	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000015837	Sqstm1	IMP, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000021072	Tmx1	ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024087	Cyp1b1	IMP, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024335	Brd2	IDA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000037060	Cavin3	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000033545	Znrf1	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000032715	Trib3	IDA, IBA, TAS, IC
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027907	S100a11	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000015839	Nfe2l2	IDA, IMP, IGI, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000028599	Tnfrsf1b	IMP, IGI, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027340	Slc23a2	ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000037860	Aim2	IDA, IMP, IGI, ISO, IBA, NAS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000038676	Ucn	IMP, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000030616	Sytl2	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000022948	Setd4	IDA, IBA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000053175	Bcl3	IDA, IMP, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000008730	Hipk1	IGI
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000036206	Sh3bp4	ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000028840	Zfp593	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000021587	Pcsk1	ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000022433	Csnk1e	IMP, IGI, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000005089	Slc1a2	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000032501	Trib1	IDA, IMP, IBA, IC
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000036737	Oxsr1	IMP, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027605	Acss2	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027455	Nsfl1c	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000059316	Slc27a4	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024907	Gal	ISS, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000020027	Socs2	IDA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000018565	Elp5	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000039985	Sinhcaf	IMP, NAS
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000039191	Rbpj	IDA, IMP, IGI, ISS, ISO, TAS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027465	Tbc1d20	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027692	Tnik	ISS, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000063952	Brpf3	ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027787	Nmd3	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000047407	Tgif1	IDA, IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000029084	Cd38	IDA, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000040433	Zbtb38	ISO
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000025340	Rabgef1	IDA, IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024238	Zeb1	IDA, IGI, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000014932	Yes1	IDA, IGI
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000040365	Trim41	ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000028466	Creb3	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000030341	Tnfrsf1a	IMP, IGI, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000003154	Foxj2	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000041827	Oasl1	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000037465	Klf10	IMP, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000021306	Gpr137b	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000038331	Satb2	IDA, IGI, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027954	Efna1	IDA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000031073	Fgf15	ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000109511	Nup62	ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000020448	Rnf185	ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000030199	Etv6	IDA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000031960	Aars1	ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000023915	Tnfrsf21	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000005124	Ccn4	IMP, ISS, ISO, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000053007	Creb5	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000011877	Git1	ISS, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000002633	Shh	IDA, IMP, IGI, ISS, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024947	Men1	IDA, IMP, IGI, ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000052397	Ezr	IGI, IBA, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000023249	Parp3	ISS, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000019947	Arid5b	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000040010	Slc7a5	ISO, IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000035021	Baz1a	IEA
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000017929	B4galt5	IMP
Upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000032238	Rora	IDA, IGI, ISS, ISO, IEA
