description	effective_domain_size	goshv	intersection_size	intersections	name	native	p_value	parents	precision	query	query_size	recall	significant	source	term_size	source_order	group_id	neglog10_fdr	coverage	fold_enrichment	rank_fdr	rank_fe	avg_rank	Direction	term_label
"""The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."" [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]"	25907	15358	89	[[], ['IMP', 'IEA'], ['IMP'], [], ['IMP'], [], ['IMP', 'IBA'], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IMP', 'IBA', 'NAS', 'IEA'], ['IGI', 'ISO', 'IEA'], [], [], [], [], [], [], [], ['IEA'], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISO', 'IEA'], [], [], [], [], ['IBA'], [], [], [], [], [], [], ['ISO'], [], [], [], [], [], [], [], [], [], ['IMP'], [], [], [], [], [], ['IBA'], ['IMP', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IMP', 'ISO'], [], [], [], [], [], [], [], ['IMP', 'IGI', 'IBA'], [], ['ISS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], ['IGI'], ['IGI'], [], [], [], [], [], ['IMP'], [], ['ISS', 'IEA'], [], [], [], [], [], [], [], [], [], ['IDA'], [], [], ['IMP'], [], ['IEA'], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IMP', 'ISS', 'ISO', 'IBA', 'TAS'], [], [], [], ['IEA'], [], [], ['ISO'], [], [], ['IMP'], [], [], [], [], [], [], [], [], ['IMP'], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IMP', 'ISS', 'ISO', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IMP'], [], [], [], [], [], [], [], ['IBA'], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IMP', 'ISO', 'IBA', 'IEA'], [], [], [], ['IEA'], [], [], [], [], ['ISS', 'ISO', 'IEA'], [], ['IMP'], [], ['IMP'], [], [], [], [], [], [], [], ['IGI', 'IBA'], [], ['IEA'], [], [], [], [], [], ['IEA'], [], [], [], ['ISS', 'IEA'], [], ['IMP'], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IMP', 'ISO'], [], [], [], [], [], [], [], [], [], [], [], [], ['ISO', 'IEA'], ['ISO'], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS', 'ISO', 'IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'ISS', 'ISO', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IMP'], [], [], [], [], [], [], [], ['IBA'], [], [], [], ['ISO', 'IEA'], [], [], [], [], [], ['IMP'], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], [], [], ['IEA'], [], [], ['IEA'], [], [], ['IMP', 'ISO', 'IBA', 'IEA'], [], [], ['IGI'], [], [], [], ['IDA', 'IBA', 'IEA'], [], ['IBA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IMP', 'ISO', 'IEA'], [], [], [], [], [], [], [], [], [], ['IEA'], [], ['ISO', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IMP', 'IBA', 'IEA'], ['IGI', 'IEA'], ['IEA'], ['IMP', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], ['IMP'], [], ['ISS', 'IBA', 'NAS', 'IEA'], [], [], [], [], [], [], [], [], ['IGI', 'IEA'], [], [], [], [], [], [], ['IMP'], [], [], ['IBA'], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], ['IMP'], [], [], ['IDA', 'IEA'], [], [], [], ['IMP', 'IBA', 'IEA'], [], ['NAS'], [], [], [], [], [], [], [], [], [], [], ['ISS', 'ISO'], [], [], [], [], [], ['IDA', 'IMP', 'ISO'], [], [], [], [], ['IMP'], [], [], [], [], [], [], [], [], [], ['ISO', 'IEA'], ['IEA'], [], [], [], []]	cell migration	GO:0016477	7.956564333089527e-14	['GO:0048870']	0.15696649029982362	query_1	567	0.057829759584145546	True	GO:BP	1539	5204	1	13.099274421367747	0.15696649029982362	2.6423202496410205	47.0	140.0	93.5	Upregulated	cell migration
"""An intracellular signaling module that is part of larger signaling pathways that can be initiated either intracellularly or by cell surface receptors. Intracellular signaling cassettes are discrete signaling units that are often shared by multiple signaling pathways."" [GOC:ha, GOC:pg]"	25907	29926	99	[['IMP'], ['IEA'], [], [], ['IDA', 'IMP'], [], ['IEA'], [], [], [], [], ['IDA'], [], [], [], ['ISO'], [], [], ['IEA'], [], [], [], [], ['IDA'], ['IDA'], [], [], ['IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], [], [], [], ['IGI'], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS', 'ISO', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], ['IMP', 'IEA'], [], ['IMP', 'IGI', 'ISO', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IMP', 'IGI', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IMP'], ['IDA', 'IEA'], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], ['IEA'], [], [], [], [], [], ['ISO'], ['IEA'], [], ['IEA'], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], ['ISS', 'ISO'], [], [], [], ['ISS', 'ISO', 'IEA'], [], [], [], [], [], [], [], ['IMP'], [], [], [], [], ['ISS', 'IEA'], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IGI', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IMP', 'ISS', 'IEA'], [], ['IDA', 'IMP', 'ISS', 'ISO', 'IBA', 'IEA'], [], [], [], [], [], [], ['IDA', 'IBA', 'IEA'], [], [], [], [], [], ['IDA', 'IEA'], [], [], [], [], [], ['IDA', 'IMP', 'IGI', 'ISO', 'IBA', 'IEA'], [], ['IDA', 'IBA'], [], ['IMP', 'ISS', 'ISO', 'IBA', 'IEA'], ['IEA'], [], [], [], [], ['IMP', 'IGI', 'ISS', 'IBA', 'IEA'], ['IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], [], [], [], ['IMP'], ['IMP'], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], [], [], [], [], ['IEA'], [], [], [], [], [], ['IMP'], ['IGI', 'IBA', 'TAS', 'IEA'], [], [], [], [], [], [], [], [], [], ['ISO'], ['IDA', 'IGI', 'ISS', 'IBA', 'IEA'], [], [], ['IDA', 'IMP', 'ISO', 'IEA'], [], [], [], [], ['ISS', 'IEA'], [], [], [], [], ['IMP'], [], [], [], [], [], [], [], [], ['IBA'], [], [], [], ['IMP', 'ISO', 'IEA'], ['IEA'], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], ['IDA', 'IBA'], [], [], [], [], [], [], [], [], [], ['IDA', 'IBA', 'IEA'], [], [], [], [], [], [], ['IMP', 'ISO', 'IBA', 'IEA'], [], [], [], [], [], ['IDA', 'IBA'], [], [], ['IBA'], [], ['ISO', 'IEA'], [], [], [], [], ['IBA', 'IEA'], [], [], [], [], [], ['IMP'], [], [], ['IMP', 'IGI', 'ISO', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS', 'IBA', 'IEA'], [], [], [], ['IEA'], [], [], [], [], [], [], [], ['IGI'], [], [], [], [], [], [], ['IDA', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IMP'], [], [], [], [], [], [], [], ['IDA'], [], [], ['IEA'], ['IDA'], [], [], ['ISO', 'IEA'], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IMP', 'IEA'], [], ['IEA'], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], ['ISS', 'IBA', 'IEA'], [], [], ['IDA'], [], [], [], [], [], [], ['IMP'], [], [], [], [], [], [], [], [], [], ['IMP', 'IEA'], [], [], [], ['IBA', 'IEA'], [], [], [], [], [], [], [], ['IDA'], [], [], [], ['IBA'], [], ['IMP', 'ISS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISO', 'IBA', 'IEA'], [], [], ['IEA'], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], [], [], []]	intracellular signaling cassette	GO:0141124	1.0413154838636001e-14	['GO:0035556']	0.1746031746031746	query_1	567	0.05583756345177665	True	GO:BP	1773	19772	1	13.982417673809517	0.1746031746031746	2.551294102901548	40.0	162.0	101.0	Upregulated	intracellular signaling cassette
"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	25907	13756	90	[[], [], ['IMP'], ['IMP', 'IEA'], ['IDA', 'IEP'], [], ['IEA'], [], ['IEA'], [], [], ['IEA'], [], [], [], [], [], [], [], [], ['IMP'], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], ['IMP', 'IEA'], [], [], ['IEA'], [], [], [], [], ['IGI', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IMP'], [], [], [], [], [], [], [], [], ['ISO', 'IEA'], [], ['ISO'], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IMP', 'ISO', 'IBA', 'TAS', 'IEA'], [], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IBA', 'TAS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IBA', 'IEA'], [], [], [], [], [], [], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], ['IMP'], [], [], [], [], [], [], [], [], ['IMP', 'IGI', 'ISO', 'IEA'], [], ['ISO', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IMP', 'ISO', 'IBA', 'IEA'], [], [], [], [], [], ['IDA'], [], [], [], [], [], [], [], [], ['ISS', 'ISO'], [], [], [], [], [], ['IDA'], [], [], [], [], ['IBA', 'IEA'], [], [], ['IEA'], [], [], [], [], [], [], [], [], ['IDA'], [], ['IDA'], [], [], [], [], [], [], [], [], ['ISS', 'ISO', 'IEA'], [], [], ['IMP', 'IGI'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IEA'], [], [], [], ['ISO'], [], [], [], [], [], ['ISO'], [], [], ['ISO', 'IEA'], [], [], [], [], ['ISO'], ['ISO', 'IEA'], [], [], ['IEA'], [], ['IEA'], [], [], [], [], [], [], [], ['IMP'], ['IDA'], [], ['ISO', 'IEA'], [], [], [], [], [], [], ['IMP', 'IBA', 'IEA'], ['ISO'], ['IMP'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], ['ISO', 'IEA'], [], [], [], [], [], [], ['IDA', 'IGI', 'IEA'], ['IMP', 'IBA', 'IEA'], ['ISS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], ['IMP', 'IEA'], [], [], [], [], [], [], [], [], [], ['IMP'], [], [], [], [], ['IDA'], [], [], [], [], [], [], [], ['IDA', 'IMP', 'ISS', 'ISO', 'IBA', 'IEA'], ['IDA', 'IMP', 'IGI', 'IBA', 'IEA'], [], [], [], ['IEA'], [], [], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], ['ISS', 'ISO', 'IEA'], ['IDA', 'ISO', 'IEA'], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IBA', 'IEA'], [], [], ['IMP'], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], ['IDA', 'ISS', 'IEA'], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], ['IDA'], [], [], ['ISO', 'IEA'], ['IEA'], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], ['IMP', 'IEA'], [], [], [], [], [], [], [], ['IMP', 'IEA'], [], [], ['NAS'], ['IMP'], [], [], [], [], [], [], [], [], [], ['IMP', 'IEA'], ['ISO', 'IEA'], [], [], [], [], [], [], [], [], [], ['IGI', 'IEA'], ['IDA', 'IGI'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISO', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], ['ISO', 'IEA'], [], [], [], [], [], [], [], ['ISO'], [], [], ['ISO', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]	response to endogenous stimulus	GO:0009719	6.099369118571572e-13	['GO:0050896']	0.15873015873015872	query_1	567	0.05555555555555555	True	GO:BP	1620	3602	1	12.214715083430619	0.15873015873015872	2.53840877914952	54.0	165.0	109.5	Upregulated	response to endogenous stimulus
"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	25907	12707	109	[['IEA'], ['IEA'], [], [], ['IMP', 'ISO'], [], ['NAS'], [], ['ISO', 'IEA'], [], [], ['IDA', 'IBA', 'IEA'], ['ISS', 'IEA'], [], [], [], [], ['ISO', 'IEA'], ['IMP', 'ISO', 'IEA'], [], [], [], [], ['IDA', 'IMP'], [], [], [], [], [], [], [], ['IEA'], ['ISS', 'ISO', 'IEA'], ['IDA', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IMP', 'ISO'], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], [], [], [], ['ISO', 'IBA', 'IEA'], [], [], [], [], [], [], ['ISO', 'IEA'], [], [], [], [], [], [], [], [], [], ['ISS', 'IEA'], ['IEA'], [], ['IEA'], [], [], [], [], ['IMP', 'IGI'], [], [], [], [], [], [], [], [], [], [], [], ['ISO', 'IEA'], [], [], [], [], ['ISS', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IMP', 'IEA'], [], ['IDA', 'IMP', 'IGI', 'ISO', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], ['ISO'], ['IMP'], [], [], [], [], [], [], [], ['IEA'], [], ['ISO', 'IEA'], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IMP', 'ISO'], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], ['IMP'], ['IMP'], [], ['ISS', 'ISO'], [], ['IDA', 'IMP', 'ISO', 'RCA', 'IEA'], [], [], [], [], [], [], [], ['IMP'], [], [], ['IMP'], [], [], [], ['ISS', 'IEA'], [], [], [], [], [], [], [], ['ISO', 'IEA'], ['ISO', 'IEA'], ['ISS', 'IEA'], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], [], [], [], [], [], [], [], ['IMP', 'IBA'], ['ISO', 'IEA'], [], [], [], ['IDA', 'IMP', 'ISO', 'IEA'], [], [], [], [], [], [], ['IEA'], ['IDA', 'IMP', 'ISO', 'IEA'], [], ['IDA', 'IEA'], [], [], [], [], ['IDA', 'IMP', 'IGI', 'ISO', 'IBA', 'NAS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISO'], [], ['IEA'], [], [], [], [], ['IDA', 'IMP', 'ISS', 'ISO', 'IBA', 'IEA'], ['ISS', 'IEA'], [], [], [], ['IMP'], [], [], [], [], ['IGI'], [], ['IEA'], [], [], [], [], ['ISS', 'IEA'], ['IEA'], ['IEA'], [], [], [], [], ['IMP'], [], [], ['IMP'], [], [], [], [], [], ['IMP'], [], [], [], [], [], [], [], [], [], [], ['ISS', 'ISO', 'IBA', 'RCA', 'IEA'], ['IEA'], ['IEA'], [], [], [], ['IDA', 'IMP', 'IGI', 'ISO', 'IEA'], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IMP', 'ISS', 'ISO', 'IBA', 'IEA'], [], [], [], [], ['IEA'], [], ['IMP', 'ISS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], ['IDA', 'IEA'], [], [], [], ['ISO', 'IEA'], [], [], ['IMP', 'ISO'], [], [], [], [], ['IEA'], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], ['ISO', 'IEA'], [], [], [], [], [], ['IBA', 'IEA'], [], ['IMP'], [], [], [], [], [], [], ['ISO', 'IEA'], [], ['IDA'], [], [], [], [], [], ['IMP'], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], ['IMP', 'IEA'], [], [], [], [], [], [], [], [], ['ISS', 'IEA'], [], [], ['ISO', 'IEA'], ['IMP', 'IGI', 'IBA'], [], [], [], [], [], ['ISO', 'IEA'], [], [], [], [], [], [], ['IMP', 'IGI', 'ISO', 'IBA', 'IEA'], [], [], ['IGI', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS', 'IEA'], [], ['IEA'], [], [], [], [], ['ISO'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], ['IDA', 'IMP', 'IGI', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IMP', 'IGI', 'ISO', 'TAS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], ['IDA'], [], [], [], [], [], ['ISS', 'IEA'], [], ['IMP'], [], [], [], ['IMP'], [], [], [], ['IMP', 'IBA', 'IEA'], [], [], [], [], [], [], ['IDA', 'IMP', 'IGI', 'ISO'], ['IDA', 'IGI'], [], [], [], [], ['ISO', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IMP', 'ISO', 'IBA', 'IEA'], [], []]	apoptotic process	GO:0006915	1.5487453166530261e-15	['GO:0012501']	0.19223985890652556	query_1	567	0.054094292803970226	True	GO:BP	2015	2553	1	14.810019993903902	0.19223985890652556	2.4716416995986887	37.0	178.0	107.5	Upregulated	apoptotic process
"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]"	25907	19176	150	[['IMP'], ['IEA'], [], ['IMP'], ['IDA', 'IMP'], [], ['IEA'], [], [], [], [], ['IDA', 'IEA'], [], [], [], ['ISO'], [], ['IEA'], ['IMP', 'IEA'], [], [], [], [], ['IDA'], ['IDA'], [], [], ['IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], [], [], [], ['IGI'], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IMP', 'ISS', 'IEA'], ['IEA'], ['IEA'], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], ['ISO'], [], [], [], ['ISS', 'ISO', 'IBA', 'IEA'], [], [], [], [], [], [], [], ['IGI', 'IBA'], [], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IMP', 'IEA'], [], ['IMP', 'IGI', 'ISO', 'IBA', 'IEA'], [], [], ['IMP', 'IGI'], [], [], [], [], [], ['IBA', 'IEA'], [], [], [], [], [], ['IDA', 'IEA'], [], [], [], [], [], [], [], [], [], ['ISS', 'IBA', 'IEA'], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IMP', 'IGI', 'ISS', 'IBA', 'IEA'], [], ['ISO'], [], [], [], ['IEA'], [], [], [], [], [], [], [], ['IMP'], ['IDA', 'IEA'], [], [], [], [], [], [], [], ['IEA'], [], [], [], ['IBA'], [], ['IEA'], [], [], [], [], [], ['ISO'], ['IEA'], [], ['IEA'], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], ['IMP'], [], [], ['ISS', 'ISO'], [], ['IDA', 'IMP'], [], ['ISS', 'ISO', 'IEA'], [], [], [], [], [], [], [], ['IMP', 'ISO', 'IBA', 'IEA'], [], [], [], [], ['ISS', 'IEA'], [], ['IEA'], [], [], [], [], [], ['IMP'], [], [], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], [], [], [], [], [], ['IDA', 'ISS', 'IEA'], [], [], ['IGI', 'IEA'], [], [], [], ['IDA', 'IMP'], [], ['ISS', 'ISO', 'IEA'], [], [], [], [], [], ['IDA', 'IMP', 'ISS', 'ISO', 'IEA'], [], ['IDA', 'IMP', 'ISS', 'ISO', 'IBA', 'IEA'], [], [], [], ['IBA', 'IEA'], ['IDA', 'ISO', 'NAS', 'IEA'], [], ['IDA', 'IBA', 'IEA'], [], [], [], [], [], ['IDA', 'IEA'], [], [], [], [], [], ['IDA', 'IMP', 'IGI', 'ISO', 'IBA', 'IEA'], [], ['IDA', 'IBA'], [], ['IMP', 'ISS', 'ISO', 'IBA', 'IEA'], ['IEA'], [], [], [], [], ['IMP', 'IGI', 'ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'ISS', 'ISO', 'IBA', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], [], [], [], ['IMP'], ['IMP'], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], [], [], [], [], ['IEA'], [], [], [], [], [], ['IMP'], ['IGI', 'IBA', 'TAS', 'IEA'], [], [], [], ['IEA'], [], [], [], [], [], ['ISO', 'TAS'], ['IDA', 'IGI', 'ISS', 'IBA', 'IEA'], [], ['ISS', 'IEA'], ['IDA', 'IMP', 'ISS', 'ISO', 'IBA', 'IEA'], [], [], [], [], ['IDA', 'IMP', 'ISS', 'IEA'], [], [], [], [], ['IMP'], [], [], [], [], ['ISO', 'IEA'], ['IBA', 'IEA'], [], [], ['IBA'], [], [], [], ['IDA', 'IMP', 'ISS', 'ISO', 'IBA', 'IEA'], ['IEA'], [], [], [], [], [], [], [], ['IDA'], ['IEA'], [], [], [], [], [], ['IDA', 'IBA'], [], [], [], [], [], [], ['IGI', 'IEA'], [], [], ['IDA', 'ISO', 'IBA', 'IEA'], [], [], [], [], [], [], ['IMP', 'ISO', 'IBA', 'IEA'], [], [], [], [], [], ['IDA', 'IBA'], [], [], ['IBA'], [], ['ISO', 'IEA'], [], [], [], [], ['IBA', 'IEA'], [], ['IEA'], [], [], [], ['IMP', 'IBA', 'IEA'], [], [], ['IMP', 'IGI', 'ISS', 'ISO', 'IEA'], [], [], [], [], [], ['ISO'], [], [], [], [], [], [], ['ISS', 'IBA', 'IEA'], [], [], [], ['IEA'], [], ['ISS', 'IEA'], [], [], [], [], [], ['IGI'], [], [], [], ['ISS'], [], [], ['IDA', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], [], [], [], [], [], [], ['IMP'], [], [], [], ['IMP'], [], [], [], [], ['ISS', 'IEA'], [], [], ['IDA', 'IEA'], ['IMP', 'IBA'], [], ['IEA'], ['IDA'], [], [], ['ISO', 'IEA'], [], [], [], [], [], [], ['ISO', 'IEA'], ['ISS'], [], ['IGI', 'IBA'], [], ['ISS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], ['IMP', 'IEA'], ['IEA'], ['IEA'], ['IGI', 'ISS', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], ['IEA'], [], [], ['IMP', 'IEA'], [], [], [], [], [], [], [], [], ['ISS', 'IBA', 'IEA'], [], [], ['IDA'], [], ['IMP'], [], [], ['IDA', 'IMP', 'IGI', 'IEA'], [], ['IMP'], [], [], [], [], [], [], [], [], ['IEA'], ['IMP', 'IEA'], [], ['IEA'], [], ['IBA', 'IEA'], ['IEA'], [], ['IEA'], [], [], [], [], ['IDA'], [], [], [], ['IBA'], [], ['IMP', 'ISS', 'IEA'], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], [], [], [], [], [], ['ISO', 'IBA', 'IEA'], [], [], ['IEA'], ['IBA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], ['ISS', 'IEA'], [], [], ['IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], [], []]	intracellular signal transduction	GO:0035556	1.5400690968024818e-22	['GO:0007165']	0.26455026455026454	query_1	567	0.05338078291814947	True	GO:BP	2810	9022	1	21.812459793652597	0.26455026455026454	2.4390404639514958	6.0	183.0	94.5	Upregulated	intracellular signal transduction
