Direction	native	name	gene_id	symbol	evidence_codes
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027613	Eif6	IMP
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000059923	Grb2	IDA, IGI, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000049303	Syt12	IMP
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000042406	Atf4	IDA, IMP, IGI, ISS, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000017929	B4galt5	IMP
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000020271	Fbxw11	IMP, ISS
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000020838	Slc6a4	IMP, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000046854	Pip5kl1	ISS, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000029641	Rasl11a	IDA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000001507	Itga3	ISS, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000055723	Rras2	IGI
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000031628	Casp3	IDA, ISS, ISO, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000025408	Ddit3	IDA, IMP, IGI, ISS, ISO, NAS, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000040435	Ppp1r15a	IDA, ISO
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000032078	Zpr1	IMP, ISS, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000035199	Arl6ip5	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000055407	Map6	ISO, IBA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000001847	Rac1	IDA, IMP, IGI, ISS, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000042121	Ssh1	ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000050271	Prag1	ISS, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000018909	Arrb1	IMP, ISS, ISO, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000020248	Nfyb	IDA, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024349	Sting1	IDA, IMP, ISS, ISO, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000030057	Cnbp	IDA, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024521	Pmaip1	IMP, ISO
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000033955	Tnks1bp1	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027455	Nsfl1c	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000054008	Ndst1	IMP, IGI
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000057531	Dtnbp1	IDA, IMP, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000000134	Tfe3	IDA, IMP, ISS, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000015837	Sqstm1	IMP, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000028901	Gmeb1	IDA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000030309	Caprin2	IMP, IBA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000036737	Oxsr1	IMP, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000037580	Gch1	IMP, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000023087	Noct	IMP, IGI
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000031955	Bcar1	ISS, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000001627	Ifrd1	ISO
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000036057	Ptpn23	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000015316	Slamf1	IDA, IMP, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000032502	Stac	IMP, IBA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000029765	Plxna4	IBA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000022433	Csnk1e	IMP, IGI, ISO, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000022346	Myc	IDA, IMP, IGI, ISS, ISO, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000036478	Btg1	ISS, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000053113	Socs3	IDA, IGI
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000036437	Npy1r	ISO
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000030616	Sytl2	IMP
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000026072	Il1r1	IMP, ISS, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027954	Efna1	IDA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000023032	Slc4a8	IMP
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024789	Jak2	IDA, IMP, IGI, ISS, ISO, NAS, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000038949	Cnst	ISS, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000004040	ENSMUSG00000004040	IDA, IMP, IGI, ISS, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000042292	Mrtfa	IDA, ISS, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000061589	Dot1l	ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000022602	Arc	IMP, ISS, ISO, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000022555	Dgat1	ISO
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000020027	Socs2	IDA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000109511	Nup62	ISS, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000029135	Fosl2	IDA, IMP, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000054136	Adm2	ISO, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000020395	Itk	IMP, IBA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000036990	Otud4	IDA, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000029826	Zc3hav1	IDA, ISS, ISO, IBA, TAS, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000050335	Lgals3	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024190	Dusp1	ISO
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000031960	Aars1	ISS, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000020358	Hnrnpab	IDA, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000059866	Tnip2	IMP, ISS, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000004865	ENSMUSG00000004865	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000017615	Tnfaip1	ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000033545	Znrf1	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000040033	ENSMUSG00000040033	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000021360	ENSMUSG00000021360	IMP, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000059316	Slc27a4	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024803	Ankrd1	ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000031934	ENSMUSG00000031934	IMP, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000018565	Elp5	IMP
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000021306	Gpr137b	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000023915	Tnfrsf21	IMP
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024912	Fosl1	IMP, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024927	Rela	IDA, IMP, ISS, ISO, IBA, TAS, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000036206	Sh3bp4	ISS, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000025793	ENSMUSG00000025793	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000038591	Colec10	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027692	Tnik	ISS, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000003435	ENSMUSG00000003435	ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000055044	Pdlim1	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024238	Zeb1	IDA, IGI, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000026718	ENSMUSG00000026718	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000026078	Pdcl3	IMP, ISO, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000028893	Sesn2	IMP, ISS, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024947	Men1	IDA, IMP, IGI, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000029071	ENSMUSG00000029071	IDA, IMP, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000036894	Rap2b	IDA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000040433	Zbtb38	ISO
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000044453	Ffar1	IDA, IMP, ISO, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000064210	ENSMUSG00000064210	IMP, ISS, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000032715	Trib3	IDA, IBA, TAS, IC
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024777	ENSMUSG00000024777	ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024335	Brd2	IDA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000040365	Trim41	ISS, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000028466	Creb3	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000029175	Slc35f6	ISS, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000071637	Cebpd	IDA, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000025162	ENSMUSG00000025162	IMP, IGI, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000010660	Plcd1	ISO
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000052921	Arhgef15	ISS, ISO
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000015776	Med22	NAS
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000031278	ENSMUSG00000031278	ISS, ISO
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000031668	ENSMUSG00000031668	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000053175	Bcl3	IDA, IMP, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000059796	Eif4a1	ISS, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000032599	ENSMUSG00000032599	IMP, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000040640	ENSMUSG00000040640	IDA, IMP
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000030199	Etv6	IDA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000037815	Ctnna1	IMP, IGI
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000003154	Foxj2	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000020349	ENSMUSG00000020349	IMP, ISO
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024517	Grp	IDA, IMP, ISS, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000023307	Marchf5	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000025340	Rabgef1	IDA, IMP
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000085007	ENSMUSG00000085007	IMP
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000029752	ENSMUSG00000029752	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000021587	Pcsk1	ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000028599	Tnfrsf1b	IMP, IGI, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000033350	Chst2	IMP
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000004530	ENSMUSG00000004530	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000044147	Arf6	IDA, IMP, NAS, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000027605	Acss2	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000030662	ENSMUSG00000030662	IMP, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000036180	ENSMUSG00000036180	NAS
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000011877	Git1	ISS, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000024270	ENSMUSG00000024270	ISS, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000040046	Tph1	IMP
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000039985	Sinhcaf	IMP, NAS
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000031937	ENSMUSG00000031937	IMP, IBA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000025060	ENSMUSG00000025060	ISO
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000055491	ENSMUSG00000055491	IBA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000052837	ENSMUSG00000052837	IDA, IMP, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000028840	Zfp593	IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000047281	ENSMUSG00000047281	IDA, IMP, ISS, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000025351	Cd63	ISS, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000021796	Bmpr1a	IDA, IMP, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000049649	Gpr3	IMP, ISO, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000019842	ENSMUSG00000019842	IDA, IMP, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000070056	ENSMUSG00000070056	IMP, ISS, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000029110	ENSMUSG00000029110	IDA, ISS, ISO, IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000021890	ENSMUSG00000021890	ISO
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000041598	Cdc42ep4	IBA, IEA
CRE upregulated	GO:0048518	positive regulation of biological process	ENSMUSG00000045664	Cdc42ep2	IBA, IEA
