description	effective_domain_size	goshv	intersection_size	intersections	name	native	p_value	parents	precision	query	query_size	recall	significant	source	term_size	source_order	group_id	neglog10_fdr	coverage	fold_enrichment	rank_fdr	rank_fe	avg_rank	Direction
"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	25907	22788	340	[['IMP', 'IGI', 'ISO', 'IEA'], ['IEA'], ['IDA'], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO'], ['IDA', 'IMP', 'ISS', 'ISO', 'IBA', 'IEA'], ['IMP', 'IBA'], [], [], [], [], ['IEA'], ['ISO', 'IEA'], ['ISS', 'IEA'], ['IDA', 'ISO', 'IEA'], [], ['IDA', 'ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['ISO', 'IEA'], [], ['IBA'], ['ISS', 'ISO', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IMP'], [], ['IEA'], ['ISO', 'IEA'], [], ['IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IEA'], [], ['IMP', 'IGI'], ['IDA', 'IBA', 'IEA'], ['IMP', 'IGI', 'ISO', 'IEA'], [], ['IDA'], ['ISO', 'IEA'], ['ISO', 'IEA'], [], [], [], [], [], [], ['IDA', 'IMP', 'IGI', 'ISO', 'IBA', 'IEA'], [], ['IDA'], [], ['IGI', 'ISS', 'ISO', 'IEA'], ['IMP', 'IGI', 'IEA'], [], ['IEA'], ['IEA'], [], ['IDA', 'IMP', 'ISO', 'IEA'], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], ['IEA'], ['IDA', 'ISS', 'IEA'], [], [], [], ['ISO', 'IBA', 'IEA'], ['ISO', 'IBA'], [], ['IDA', 'IMP', 'IGI', 'ISO', 'IEA'], ['IDA', 'ISS', 'IEA'], [], [], ['IMP', 'IBA'], [], [], [], ['IMP', 'IEA'], [], [], ['IDA', 'IEA'], ['IDA', 'ISS', 'ISO'], [], [], [], [], ['ISS', 'ISO', 'IBA', 'IEA'], ['IDA', 'ISO', 'IBA', 'IEA'], ['IGI'], ['IEA'], ['IMP', 'IEA'], [], ['IEA'], [], [], ['IEA'], ['ISS', 'IEA'], [], [], ['IEA'], ['IDA', 'IMP', 'IGI', 'ISO', 'IEA'], ['IDA', 'IMP', 'ISS', 'ISO', 'IBA', 'IEA'], [], ['ISS', 'IBA', 'IEA'], [], ['IDA', 'ISO', 'IBA', 'IEA'], [], [], [], [], [], ['IMP', 'ISO'], [], ['IDA', 'IMP', 'ISS', 'ISO', 'IBA', 'IEA'], [], [], [], ['IMP'], [], [], [], [], ['IDA', 'IMP', 'IGI', 'IEA'], [], ['IMP', 'ISO', 'IEA'], [], [], [], [], [], [], [], [], [], [], ['IDA'], ['IMP'], [], [], ['ISS', 'IEA'], [], [], [], [], [], [], ['IDA', 'IBA'], ['IEA'], [], [], [], ['IMP', 'IEA'], [], [], ['IMP', 'IEA'], ['IEA'], [], [], ['IMP'], [], [], ['ISO', 'IEA'], ['IMP'], ['IMP', 'ISO'], [], [], ['IEA'], [], [], [], [], [], [], ['IMP'], [], [], [], [], [], ['IEA'], [], [], [], ['IMP', 'IGI', 'ISO', 'IEA'], ['IMP', 'ISS', 'ISO', 'IEA'], [], ['IMP', 'ISS', 'IBA', 'IEA'], [], ['IEA'], [], [], [], ['IMP', 'ISO'], [], [], [], ['IEA'], ['IMP'], ['IBA', 'IEA'], ['IMP'], ['IGI'], [], ['IDA', 'ISO', 'IEA'], [], ['ISO', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IGI', 'ISO', 'IBA', 'IEA'], ['IMP', 'IEA'], [], ['IDA', 'IMP', 'ISO', 'IBA', 'NAS', 'IEA'], [], ['IMP'], [], [], ['IBA'], ['ISS', 'ISO', 'IEA'], [], ['IDA', 'IMP', 'ISS', 'ISO', 'IBA', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IBA', 'IEA'], [], [], ['IMP', 'ISS', 'IEA'], ['IDA', 'IMP', 'ISO', 'IEA'], ['IMP'], ['IMP', 'ISO', 'IEA'], ['ISS', 'ISO', 'IEA'], ['ISO', 'IEA'], [], ['IEA'], [], ['IGI'], [], [], [], ['IDA', 'IBA'], [], [], [], ['IMP'], [], ['IDA', 'IGI', 'IEA'], ['IMP'], [], [], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IEA'], [], [], [], [], [], [], [], [], ['IMP'], [], [], ['IMP', 'ISS'], [], ['IMP', 'ISO', 'IEA'], ['ISS', 'IEA'], [], ['IDA'], ['ISS', 'ISO', 'IEA'], ['IGI'], ['IDA', 'ISS', 'ISO', 'IBA', 'IEA'], [], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'NAS', 'IEA'], [], [], ['IDA', 'ISO'], ['IMP', 'ISS', 'IBA', 'IEA'], ['IEA'], ['ISO', 'IBA'], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IEA'], ['ISO', 'IEA'], ['ISS', 'ISO', 'IEA'], [], [], ['IMP', 'ISS', 'ISO', 'IBA', 'IEA'], ['IDA', 'ISO', 'IEA'], [], ['IDA', 'IMP', 'ISS', 'ISO', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], [], ['IMP', 'ISO'], [], [], [], [], [], [], ['IEA'], [], [], [], ['IEA'], [], ['IMP', 'IGI'], [], ['IDA', 'IMP', 'ISO', 'IEA'], [], [], ['IDA', 'IMP', 'ISS', 'IEA'], [], [], [], [], ['IMP', 'ISO', 'IEA'], [], [], ['IDA'], [], ['IMP', 'IBA'], [], [], ['IMP', 'IBA', 'IEA'], ['IMP', 'ISO', 'IEA'], [], ['IMP', 'IGI'], [], ['ISS', 'IEA'], [], ['ISO'], ['IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP', 'IBA'], [], ['IBA'], [], [], [], ['IMP', 'IGI', 'ISO', 'IBA', 'IEA'], [], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IEA'], ['IDA', 'IGI'], [], ['ISO'], ['IMP'], [], [], ['IMP', 'ISS', 'ISO', 'IEA'], [], ['IDA', 'IEA'], [], [], [], ['IMP'], [], [], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'NAS', 'IEA'], [], [], ['ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['ISO', 'IEA'], [], [], ['IMP', 'ISS', 'ISO', 'IBA', 'IEA'], [], ['ISO'], ['IDA'], [], [], ['ISS', 'IEA'], [], ['IDA', 'IMP', 'ISO', 'IEA'], ['ISO', 'IBA', 'IEA'], [], ['IMP', 'IBA'], ['IDA', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], ['IDA', 'ISS', 'ISO', 'IBA', 'TAS', 'IEA'], ['IEA'], [], [], [], [], [], [], ['ISO'], [], [], [], [], [], [], [], ['ISS', 'IEA'], [], ['IDA', 'ISO', 'IEA'], [], [], ['IMP', 'ISS', 'IBA', 'IEA'], ['IEA'], [], [], [], [], [], [], ['ISO', 'IEA'], ['IEA'], [], [], ['IEA'], [], ['IMP', 'IEA'], [], ['IEA'], [], ['ISO', 'IEA'], [], [], ['IMP', 'IEA'], ['IMP'], [], ['IEA'], [], [], ['IMP'], ['IMP', 'ISO', 'IEA'], [], ['IDA', 'IMP', 'ISS', 'ISO', 'IBA', 'TAS', 'IEA'], [], [], [], [], [], [], ['ISS', 'IEA'], ['IEA'], [], ['IEA'], ['ISS', 'ISO', 'IEA'], [], [], ['ISO', 'IEA'], [], [], ['IEA'], ['IDA', 'IGI', 'ISO', 'IEA'], ['IEA'], [], ['IMP', 'ISO', 'IBA', 'IEA'], ['IMP', 'ISS', 'IBA', 'IEA'], [], [], [], [], ['IDA', 'IMP', 'IGI', 'ISO', 'IEA'], [], ['IDA', 'IMP', 'ISO', 'IEA'], [], [], ['IDA', 'IEA'], [], ['ISO'], ['IDA', 'IMP', 'ISO', 'IBA', 'IEA'], [], [], ['IMP', 'ISS', 'ISO', 'IEA'], [], ['IDA', 'IBA', 'TAS', 'IC'], [], ['ISO', 'IEA'], [], ['IDA', 'IEA'], [], [], ['ISS', 'IEA'], [], [], [], [], ['IEA'], [], [], [], [], [], ['ISS', 'IEA'], ['IDA', 'ISO', 'IEA'], [], [], ['IMP', 'IGI', 'IBA', 'IEA'], [], [], ['ISO'], ['ISS', 'ISO'], ['NAS'], ['ISS', 'ISO'], [], ['IEA'], [], ['IDA', 'IMP', 'IBA', 'IEA'], [], [], ['ISS', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP'], [], [], ['IDA'], ['IMP', 'IGI'], ['IEA'], [], [], ['IMP', 'ISO'], [], ['IDA', 'IMP', 'ISS', 'ISO', 'IEA'], [], [], [], ['IEA'], ['IDA', 'IMP'], [], [], ['IMP'], ['IEA'], ['ISO', 'IEA'], [], ['IMP', 'IGI', 'IBA', 'IEA'], ['IMP'], ['IEA'], ['IDA', 'IMP', 'NAS', 'IEA'], ['IEA'], [], [], ['IMP', 'IEA'], [], ['NAS'], ['ISS', 'ISO', 'IEA'], ['ISS', 'IEA'], ['IMP'], ['IMP', 'NAS'], ['IMP', 'IBA'], [], [], [], [], ['ISO'], [], [], [], [], ['IBA'], [], ['IDA', 'IMP', 'IEA'], [], [], [], ['IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], [], [], ['ISS', 'ISO', 'IEA'], [], ['IDA', 'IMP', 'IEA'], [], [], [], [], ['IMP', 'ISO', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], [], [], [], [], [], [], ['IMP', 'ISS', 'IEA'], [], ['IDA', 'ISS', 'ISO', 'IBA', 'IEA'], ['ISO'], ['IBA', 'IEA'], [], ['IBA', 'IEA'], ['IEA'], [], ['IDA', 'IMP', 'IGI', 'ISO', 'IBA', 'NAS', 'IEA'], [], ['ISO'], ['IEA'], [], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'TAS', 'IEA'], [], [], ['ISO', 'IEA'], [], [], ['IEA'], ['IEA'], [], ['ISO', 'IEA'], [], [], ['ISS', 'IBA', 'IEA'], ['ISS', 'ISO', 'NAS', 'IEA'], ['IBA', 'IEA'], ['ISO', 'IEA'], [], [], [], ['ISO', 'NAS', 'IEA'], [], [], ['IEA'], ['IMP', 'ISS', 'IBA', 'IEA'], [], ['ISS', 'ISO', 'IBA', 'IEA'], [], [], ['IEA'], [], [], [], [], ['ISO', 'IEA'], ['ISS'], ['ISS', 'IEA'], [], ['IDA', 'ISS'], ['ISS', 'IEA'], ['IGI'], [], [], [], [], [], [], [], [], ['IDA', 'IBA'], [], ['IMP'], ['IMP', 'ISO', 'IEA'], ['ISO'], [], ['IGI', 'IEA'], [], ['IEA'], [], [], ['IDA', 'IMP', 'ISO', 'IEA'], ['ISO', 'IEA'], [], [], [], [], ['IMP', 'IGI', 'ISS', 'ISO', 'IBA', 'IEA'], [], ['IMP', 'ISS', 'ISO', 'TAS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IEA'], ['IDA', 'IGI'], [], [], [], ['IDA', 'IMP', 'IBA', 'IEA'], ['IEA'], [], [], [], ['IMP'], [], [], ['IGI', 'ISO', 'IEA'], [], [], [], ['IMP'], ['IEA'], ['ISO', 'IEA'], ['IMP'], [], [], [], ['ISS', 'IEA'], [], [], [], ['IEA'], ['ISS', 'IEA'], [], ['IDA', 'IBA'], ['IDA'], ['IDA', 'IMP', 'ISO', 'IBA', 'IEA'], [], ['IEA'], [], [], [], ['IMP', 'IEA'], [], [], ['IMP', 'IEA'], [], [], [], [], ['IBA', 'IEA'], [], [], ['IDA', 'IMP', 'IGI', 'ISO', 'IBA', 'IEA'], [], [], [], ['IEA'], ['IDA', 'IMP', 'IGI', 'ISO', 'IEA'], [], [], [], ['IEA'], ['ISO', 'IEA'], [], ['IEA'], [], [], [], ['IEA'], ['ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IC'], ['ISS', 'ISO', 'IBA', 'IEA'], [], [], [], [], [], ['IMP'], [], [], [], [], [], [], [], [], ['ISO', 'IBA', 'IEA'], [], [], ['IGI'], ['IBA', 'IEA'], [], [], ['IDA', 'IMP', 'IGI', 'ISO', 'IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], [], [], [], ['IBA'], [], [], ['IBA'], ['ISO'], [], [], ['IEA'], [], ['IEA'], [], ['ISS', 'ISO', 'IEA'], [], [], [], ['ISS', 'IBA', 'IEA'], [], [], ['IDA'], [], [], [], ['IDA']]	positive regulation of biological process	GO:0048518	8.602954281247847e-34	['GO:0008150', 'GO:0050789']	0.46195652173913043	query_1	736	0.0527377074608345	True	GO:BP	6447	12634	1	33.06535238506797	0.46195652173913043	1.8563529717226077	1.0	317.0	159.0	CRE upregulated
"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	25907	22792	323	[['IMP', 'IGI', 'ISO', 'IEA'], ['IEA'], ['IDA'], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO'], ['IDA', 'IMP', 'ISS', 'ISO', 'IBA', 'IEA'], ['IMP', 'IBA'], [], [], [], [], ['IEA'], ['ISO', 'IEA'], ['ISS', 'IEA'], ['IDA', 'ISO', 'IEA'], [], ['IDA', 'ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], [], [], ['IBA'], ['ISS', 'ISO', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IMP'], [], ['IEA'], ['ISO', 'IEA'], [], ['IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IEA'], [], ['IMP', 'IGI'], ['IDA', 'IBA', 'IEA'], ['IMP', 'IGI', 'ISO', 'IEA'], [], ['IDA'], ['ISO', 'IEA'], [], [], [], [], [], [], [], ['IDA', 'IMP', 'IGI', 'ISO', 'IBA', 'IEA'], [], ['IDA'], [], ['IGI', 'ISS', 'ISO', 'IEA'], ['IMP', 'IGI', 'IEA'], [], ['IEA'], ['IEA'], [], ['IDA', 'IMP', 'ISO', 'IEA'], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], ['IEA'], ['IDA', 'ISS', 'IEA'], [], [], [], ['ISO', 'IBA', 'IEA'], ['ISO', 'IBA'], [], ['IDA', 'IMP', 'IGI', 'ISO', 'IEA'], ['IDA'], [], [], ['IMP', 'IBA'], [], [], [], ['IMP', 'IEA'], [], [], ['IDA', 'IEA'], ['IDA', 'ISS', 'ISO'], [], [], [], [], ['ISS', 'ISO', 'IBA', 'IEA'], ['IDA', 'ISO', 'IBA', 'IEA'], [], ['IEA'], ['IMP', 'IEA'], [], ['IEA'], [], [], ['IEA'], ['ISS', 'IEA'], [], [], ['IEA'], ['IDA', 'IMP', 'IGI', 'ISO', 'IEA'], ['IDA', 'IMP', 'ISS', 'ISO', 'IBA', 'IEA'], [], ['ISS', 'IBA', 'IEA'], [], ['IDA', 'ISO', 'IBA', 'IEA'], [], [], [], [], [], ['IMP', 'ISO'], [], ['IDA', 'IMP', 'ISS', 'ISO', 'IBA', 'IEA'], [], [], [], ['IMP'], [], [], [], [], ['IDA', 'IMP', 'IGI', 'IEA'], [], ['ISO', 'IEA'], [], [], [], [], [], [], [], [], [], [], ['IDA'], [], [], [], ['ISS', 'IEA'], [], [], [], [], [], [], ['IDA', 'IBA'], ['IEA'], [], [], [], ['IMP', 'IEA'], [], [], ['IMP', 'IEA'], ['IEA'], [], [], ['IMP'], [], [], ['ISO', 'IEA'], ['IMP'], ['IMP', 'ISO'], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], ['IMP', 'IGI', 'ISO', 'IEA'], ['IMP', 'ISS', 'ISO', 'IEA'], [], ['IMP', 'ISS', 'IBA', 'IEA'], [], ['IEA'], [], [], [], [], [], [], [], ['IEA'], ['IMP'], ['IBA', 'IEA'], ['IMP'], ['IGI'], [], ['IDA', 'ISO', 'IEA'], [], ['ISO', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IGI', 'ISO', 'IBA'], ['IMP', 'IEA'], [], ['IDA', 'IMP', 'ISO', 'IBA', 'NAS', 'IEA'], [], ['IMP'], [], [], ['IBA'], ['ISS', 'ISO', 'IEA'], [], ['IMP', 'ISS', 'ISO', 'IBA', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IBA', 'IEA'], [], [], ['IMP', 'ISS', 'IEA'], ['IDA', 'IMP', 'ISO', 'IEA'], ['IMP'], ['IMP', 'ISO', 'IEA'], ['ISS', 'ISO', 'IEA'], ['ISO', 'IEA'], [], ['IEA'], [], ['IGI'], [], [], [], ['IDA', 'IBA'], [], [], [], ['IMP'], [], ['IGI', 'IEA'], ['IMP'], [], [], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], ['IMP', 'ISS'], [], ['IMP', 'ISO', 'IEA'], ['ISS', 'IEA'], [], ['IDA'], ['ISS', 'ISO', 'IEA'], ['IGI'], ['IDA', 'ISS', 'ISO', 'IBA', 'IEA'], [], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'NAS', 'IEA'], [], [], ['IDA', 'ISO'], ['IMP', 'ISS', 'IBA', 'IEA'], ['IEA'], ['ISO', 'IBA'], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IEA'], ['ISO', 'IEA'], ['ISS', 'ISO', 'IEA'], [], [], ['IMP', 'ISS', 'ISO', 'IBA', 'IEA'], ['IDA', 'ISO', 'IEA'], [], ['IDA', 'IMP', 'ISS', 'ISO', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], [], ['IMP', 'ISO'], [], [], [], [], [], [], ['IEA'], [], [], [], ['IEA'], [], ['IMP', 'IGI'], [], ['IDA', 'IMP', 'ISO', 'IEA'], [], [], ['IDA', 'IMP', 'ISS', 'IEA'], [], [], [], [], ['IMP', 'ISO', 'IEA'], [], [], ['IDA'], [], ['IMP', 'IBA'], [], [], ['IMP', 'IBA', 'IEA'], ['ISO', 'IEA'], [], ['IMP', 'IGI'], [], ['ISS', 'IEA'], [], ['ISO'], ['IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP', 'IBA'], [], ['IBA'], [], [], [], ['IMP', 'IGI', 'ISO', 'IBA', 'IEA'], [], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IEA'], ['IDA', 'IGI'], [], [], [], [], [], ['IMP', 'ISS', 'ISO', 'IEA'], [], ['IDA', 'IEA'], [], [], [], ['IMP'], [], [], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'NAS', 'IEA'], [], [], ['ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['ISO', 'IEA'], [], [], ['IMP', 'ISS', 'ISO', 'IBA', 'IEA'], [], ['ISO'], ['IDA'], [], [], ['ISS', 'IEA'], [], ['IDA', 'ISO', 'IEA'], ['IEA'], [], ['IMP'], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'ISS', 'ISO', 'IBA', 'TAS', 'IEA'], ['IEA'], [], [], [], [], [], [], ['ISO'], [], [], [], [], [], [], [], ['ISS', 'IEA'], [], ['IDA', 'ISO', 'IEA'], [], [], ['IMP', 'ISS', 'IBA', 'IEA'], [], [], [], [], [], [], [], ['ISO', 'IEA'], ['IEA'], [], [], ['IEA'], [], ['IMP', 'IEA'], [], ['IEA'], [], ['ISO', 'IEA'], [], [], ['IMP', 'IEA'], ['IMP'], [], ['IEA'], [], [], [], ['ISO', 'IEA'], [], ['IDA', 'IMP', 'ISS', 'ISO', 'IBA', 'TAS', 'IEA'], [], [], [], [], [], [], ['ISS', 'IEA'], ['IEA'], [], ['IEA'], ['ISS', 'ISO', 'IEA'], [], [], ['ISO', 'IEA'], [], [], ['IEA'], ['IDA', 'IGI', 'ISO', 'IEA'], ['IEA'], [], ['IMP', 'ISO', 'IBA', 'IEA'], ['IMP', 'ISS', 'IBA', 'IEA'], [], [], [], [], ['IDA', 'IMP', 'IGI', 'ISO', 'IEA'], [], ['IDA', 'IMP', 'ISO', 'IEA'], [], [], ['IDA', 'IEA'], [], ['ISO'], ['IDA', 'IMP', 'ISO', 'IBA'], [], [], ['IMP', 'ISS', 'ISO', 'IEA'], [], ['IDA', 'IBA', 'TAS', 'IC'], [], ['ISO', 'IEA'], [], ['IDA', 'IEA'], [], [], ['ISS', 'IEA'], [], [], [], [], ['IEA'], [], [], [], [], [], ['ISS', 'IEA'], ['IDA', 'ISO', 'IEA'], [], [], ['IMP', 'IGI', 'IBA', 'IEA'], [], [], ['ISO'], ['ISS', 'ISO'], ['NAS'], ['ISS', 'ISO'], [], ['IEA'], [], ['IDA', 'IMP', 'IBA', 'IEA'], [], [], ['ISS', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP'], [], [], ['IDA'], ['IMP', 'IGI'], ['IEA'], [], [], ['IMP', 'ISO'], [], ['IMP', 'ISS', 'ISO', 'IEA'], [], [], [], ['IEA'], [], [], [], ['IMP'], ['IEA'], ['ISO', 'IEA'], [], ['IMP', 'IGI', 'IBA', 'IEA'], ['IMP'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IEA'], [], [], ['IMP'], [], ['NAS'], ['ISS', 'ISO', 'IEA'], [], ['IMP'], ['IMP'], ['IMP', 'IBA'], [], [], [], [], ['ISO'], [], [], [], [], ['IBA'], [], ['IDA', 'IMP', 'IEA'], [], [], [], ['IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], [], [], ['ISS', 'ISO', 'IEA'], [], ['IDA', 'IMP', 'IEA'], [], [], [], [], ['IMP', 'ISO', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], [], [], [], [], [], [], ['IMP', 'ISS', 'IEA'], [], ['IDA', 'ISS', 'ISO', 'IBA', 'IEA'], ['ISO'], ['IBA', 'IEA'], [], ['IBA', 'IEA'], ['IEA'], [], ['IDA', 'IMP', 'IGI', 'ISO', 'IEA'], [], ['ISO'], ['IEA'], [], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IEA'], [], [], ['ISO', 'IEA'], [], [], ['IEA'], ['IEA'], [], ['ISO', 'IEA'], [], [], ['ISS', 'IBA', 'IEA'], ['ISS', 'ISO', 'NAS', 'IEA'], ['IBA', 'IEA'], ['ISO', 'IEA'], [], [], [], ['ISO', 'NAS', 'IEA'], [], [], ['IEA'], ['IMP', 'ISS', 'IBA', 'IEA'], [], ['ISS', 'ISO', 'IBA', 'IEA'], [], [], ['IEA'], [], [], [], [], ['ISO', 'IEA'], ['ISS'], ['ISS', 'IEA'], [], ['IDA', 'ISS'], ['ISS', 'IEA'], ['IGI'], [], [], [], [], [], [], [], [], ['IDA', 'IBA'], [], ['IMP'], ['IMP', 'ISO', 'IEA'], ['ISO'], [], ['IGI', 'IEA'], [], [], [], [], ['IDA', 'IMP', 'ISO', 'IEA'], ['ISO', 'IEA'], [], [], [], [], ['IMP', 'IGI', 'ISS', 'ISO', 'IEA'], [], ['IMP', 'ISS', 'ISO', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IEA'], ['IDA', 'IGI'], [], [], [], ['IDA', 'IMP', 'IBA', 'IEA'], ['IEA'], [], [], [], ['IMP'], [], [], ['IGI', 'ISO', 'IEA'], [], [], [], [], ['IEA'], ['ISO', 'IEA'], ['IMP'], [], [], [], [], [], [], [], ['IEA'], ['ISS', 'IEA'], [], ['IDA', 'IBA'], ['IDA'], ['IDA', 'IMP', 'ISO', 'IBA', 'IEA'], [], ['IEA'], [], [], [], ['IMP', 'IEA'], [], [], ['IMP', 'IEA'], [], [], [], [], ['IBA', 'IEA'], [], [], ['IDA', 'IMP', 'IGI', 'ISO'], [], [], [], ['IEA'], ['IDA', 'IMP', 'IGI', 'ISO', 'IEA'], [], [], [], ['IEA'], ['ISO', 'IEA'], [], ['IEA'], [], [], [], ['IEA'], ['ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IC'], ['ISS', 'ISO', 'IBA', 'IEA'], [], [], [], [], [], ['IMP'], [], [], [], [], [], [], [], [], ['ISO', 'IBA', 'IEA'], [], [], ['IGI'], ['IBA', 'IEA'], [], [], ['IDA', 'IMP', 'IGI', 'ISO', 'IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], [], [], [], ['IBA'], [], [], ['IBA'], ['ISO'], [], [], ['IEA'], [], ['IEA'], [], ['ISS', 'ISO', 'IEA'], [], [], [], ['ISS', 'IBA', 'IEA'], [], [], ['IDA'], [], [], [], ['IDA']]	positive regulation of cellular process	GO:0048522	1.0632745857991898e-31	['GO:0009987', 'GO:0048518', 'GO:0050794']	0.4388586956521739	query_1	736	0.05299425758818704	True	GO:BP	6095	12638	1	30.973354566428682	0.4388586956521739	1.8653834664907085	2.0	313.0	157.5	CRE upregulated
