source	total_terms	strongest_term_neglog10	median_overlap_fraction
GO:BP	370	32.00464657787302	0.08994708994708994
KEGG	15	6.066762258123424	0.05653710247349823
REAC	3	4.060286040614388	0.1288135593220339
