source	total_terms	strongest_term_neglog10	median_overlap_fraction
GO:BP	359	31.02561617375285	0.0867579908675799
KEGG	18	5.321142213059046	0.047987616099071206
REAC	3	3.690946887327692	0.11711711711711711
