contrast_id	gene_set_used	source	native	name	p_value	term_size	query_size	intersection_size	effective_domain_size	parents
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0048518	positive regulation of biological process	9.893578912847805e-33	6447	567	278	25907	['GO:0008150', 'GO:0050789']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0048522	positive regulation of cellular process	1.6281163284298185e-31	6095	567	266	25907	['GO:0009987', 'GO:0048518', 'GO:0050794']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0048519	negative regulation of biological process	2.2984829371608747e-24	5759	567	241	25907	['GO:0008150', 'GO:0050789']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0048523	negative regulation of cellular process	2.3893436703591493e-24	5540	567	235	25907	['GO:0009987', 'GO:0048519', 'GO:0050794']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0065007	biological regulation	8.504131861125041e-23	13503	567	417	25907	['GO:0008150']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0035556	intracellular signal transduction	1.5400690968024818e-22	2810	567	150	25907	['GO:0007165']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0023051	regulation of signaling	3.0607391121542253e-22	3558	567	173	25907	['GO:0023052', 'GO:0050789']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0048583	regulation of response to stimulus	1.4233281859670382e-21	3939	567	183	25907	['GO:0050789', 'GO:0050896']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0006950	response to stress	2.020976087969419e-21	3917	567	182	25907	['GO:0050896']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0010646	regulation of cell communication	2.6306944394475834e-21	3560	567	171	25907	['GO:0007154', 'GO:0050794']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0051179	localization	9.875409386606949e-21	5309	567	220	25907	['GO:0008150']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0006810	transport	1.5726525566418183e-20	4364	567	193	25907	['GO:0051234']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0048731	system development	1.0435239403392011e-19	4155	567	185	25907	['GO:0007275', 'GO:0048856']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0009966	regulation of signal transduction	1.310522888196263e-19	2940	567	148	25907	['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0051234	establishment of localization	1.858110511301559e-19	4666	567	199	25907	['GO:0051179']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0051239	regulation of multicellular organismal process	2.0077965481897946e-19	3080	567	152	25907	['GO:0032501', 'GO:0050789']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0050789	regulation of biological process	3.0976756361034303e-19	13108	567	400	25907	['GO:0008150', 'GO:0065007']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0048856	anatomical structure development	3.369867651615639e-19	6280	567	242	25907	['GO:0032502']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0007275	multicellular organism development	9.16747670925258e-19	4907	567	204	25907	['GO:0032501', 'GO:0048856']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0009893	positive regulation of metabolic process	1.1009101044014198e-18	3493	567	163	25907	['GO:0008152', 'GO:0019222', 'GO:0048522']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0023057	negative regulation of signaling	1.2556947791537451e-18	1426	567	94	25907	['GO:0023051', 'GO:0023052', 'GO:0048519']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0010648	negative regulation of cell communication	1.5267039041944596e-18	1430	567	94	25907	['GO:0007154', 'GO:0010646', 'GO:0048523']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0007166	cell surface receptor signaling pathway	1.5449446975115778e-18	2731	567	139	25907	['GO:0007165']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0050794	regulation of cellular process	3.510932033986999e-18	12715	567	389	25907	['GO:0009987', 'GO:0050789']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0010604	positive regulation of macromolecule metabolic process	3.93436804697998e-18	3174	567	152	25907	['GO:0009893', 'GO:0043170', 'GO:0060255']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0032502	developmental process	5.39470059430955e-18	6873	567	254	25907	['GO:0008150']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0050896	response to stimulus	1.0318714362338406e-17	10427	567	338	25907	['GO:0008150']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0065008	regulation of biological quality	1.2807839474718281e-17	3180	567	151	25907	['GO:0065007']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0030154	cell differentiation	7.244755378714866e-17	4795	567	196	25907	['GO:0048869']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0048869	cellular developmental process	7.422095883355012e-17	4796	567	196	25907	['GO:0009987', 'GO:0032502']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0032879	regulation of localization	2.0377515647009842e-16	2108	567	114	25907	['GO:0050789', 'GO:0051179']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0048585	negative regulation of response to stimulus	2.915083579307938e-16	1655	567	98	25907	['GO:0048519', 'GO:0048583', 'GO:0050896']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0009968	negative regulation of signal transduction	4.759563570983107e-16	1286	567	84	25907	['GO:0007165', 'GO:0009966', 'GO:0010648', 'GO:0023057', 'GO:0048585']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0032501	multicellular organismal process	6.644061214251862e-16	8499	567	288	25907	['GO:0008150']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0009653	anatomical structure morphogenesis	1.2683811887470054e-15	2781	567	134	25907	['GO:0032502', 'GO:0048856']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0007399	nervous system development	1.377416935324741e-15	2593	567	128	25907	['GO:0048731']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0006915	apoptotic process	1.5487453166530261e-15	2015	567	109	25907	['GO:0012501']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0008219	cell death	1.9549504165568078e-15	2081	567	111	25907	['GO:0009987']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0012501	programmed cell death	1.9549504165568078e-15	2081	567	111	25907	['GO:0008219']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0023052	signaling	8.73600631889716e-15	7443	567	259	25907	['GO:0050789']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0141124	intracellular signaling cassette	1.0413154838636001e-14	1773	567	99	25907	['GO:0035556']
ipsi_vs_contra_in_ff	bend-point selected genes (log2FC > 0)	GO:BP	GO:0019538	protein metabolic process	1.154714848959408e-14	4467	567	181	25907	['GO:0043170', 'GO:0044238']
