gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	abs_log2FoldChange
ENSMUSG00000058354	61.801105758582	9.6213374865642	0.976580641169663	9.85206656875831	6.7148864950777e-23	2.97199491759459e-21	9.6213374865642
ENSMUSG00000040148	40.3753303851325	8.79730073964167	0.935868345881207	9.40014776475659	5.44864978151691e-21	2.1036100037777301e-19	8.79730073964167
ENSMUSG00000031073	27.3628515164309	8.32857025606358	0.941410437569915	8.84690664526974	8.997860179736941e-19	2.95637203475338e-17	8.32857025606358
ENSMUSG00000069355	36.2820388871264	8.23206701598102	0.953848248290819	8.63037388885694	6.11517437632524e-18	1.88875299513953e-16	8.23206701598102
ENSMUSG00000053797	26.5822034983416	8.19186357210978	0.972340565778948	8.4248912988087	3.61085311796631e-17	1.03762480629538e-15	8.19186357210978
ENSMUSG00000087044	32.6750327677108	7.90591141724444	0.930405289281463	8.49727694836091	1.9408997634277102e-17	5.74666956161921e-16	7.90591141724444
ENSMUSG00000059832	22.8042470953735	7.44432776503754	0.943722864720726	7.8882562278922	3.06438101292078e-15	7.40765797560333e-14	7.44432776503754
ENSMUSG00000031074	419.275608392955	7.34053327955246	0.304782825468713	24.0844715192326	3.63617565824537e-128	2.5178756993514597e-125	7.34053327955246
ENSMUSG00000007946	15.1097133817493	7.00503099218788	0.977915737160968	7.1632255479644	7.88005380553045e-13	1.51706937210329e-11	7.00503099218788
ENSMUSG00000054136	101.915627579169	6.81522470961713	0.481739712182162	14.1471100207742	1.9459123460719402e-45	2.22185927770107e-43	6.81522470961713
ENSMUSG00000050747	52.2686897467682	6.47251849776242	0.624981001428292	10.3563444056228	3.9164522392298604e-25	1.99692550516171e-23	6.47251849776242
ENSMUSG00000091897	6.58334545262016	6.43068537535699	1.00345049064408	6.40857265536773	1.46888277194889e-10	2.17906272167622e-09	6.43068537535699
ENSMUSG00000027919	51.5193639826028	6.42636891621486	0.614378837698377	10.4599451053518	1.31932080099214e-25	6.92433748510933e-24	6.42636891621486
ENSMUSG00000096515	14.4494548502194	6.41530787288594	2.54637544206988	2.5193880552316	0.0117559015307215	0.0378058493412407	6.41530787288594
ENSMUSG00000063851	11.2535025960577	6.29465054254615	0.972487078210168	6.47273437723333	9.62450624336886e-11	1.4600682050894402e-09	6.29465054254615
ENSMUSG00000048764	25.4813130660961	6.08253431590322	0.760194542558124	8.00128648047765	1.23125948664615e-15	3.09487308434967e-14	6.08253431590322
ENSMUSG00000048217	8.85358109658684	6.08104962472371	0.990128867331566	6.1416749125923	8.16558421538361e-10	1.10171232411958e-08	6.08104962472371
ENSMUSG00000048329	8.11998495353036	6.06802058255781	0.974068506386677	6.229562441216	4.67739705707778e-10	6.519805534235821e-09	6.06802058255781
ENSMUSG00000056632	9.0985930316193	5.97767073269353	0.986087537413149	6.06200819490635	1.34432363320766e-09	1.77255842201693e-08	5.97767073269353
ENSMUSG00000105157	18.361197767719	5.92919333138573	0.872468943980444	6.79587895052758	1.0765414313860099e-11	1.80257709564212e-10	5.92919333138573
ENSMUSG00000067848	4.99653955767303	5.86660185790048	1.03414336042245	5.67290965877687	1.40392276034343e-08	1.5878085339058e-07	5.86660185790048
ENSMUSG00000099839	10.909164311694	5.83004332838128	1.05946320149761	5.50282758300635	3.73747893356559e-08	3.9697537252805e-07	5.83004332838128
ENSMUSG00000072188	7.12217049919718	5.82916087879568	0.982842958997552	5.93091788004578	3.0124585980189803e-09	3.75743383295035e-08	5.82916087879568
ENSMUSG00000048703	36.9092502772527	5.77167071245204	0.572963304245805	10.0733688696684	7.24529567037937e-24	3.38103297522529e-22	5.77167071245204
ENSMUSG00000098509	3.92716584428081	5.72481564880097	1.04469290374769	5.47990287697368	4.25559374918622e-08	4.47796938333488e-07	5.72481564880097
